text,publish_date,scraped_date,title,link,companies_1,companies_2
"Reporter: Yuliana Hema | Editor: Wahyu T. Rahmawati KONTAN.CO.ID - JAKARTA. The Indonesia Stock Exchange is back with the presence of a new prospective issuer from the non-cyclical consumer sector, namely PT Segar Kumala Indonesia Tbk which will release 200 million shares or 20% of paid-in capital through an initial public offering. Based on the company's initial prospectus, the issuer, which will use the ticker BUAH, will set an initial offering price in the range of Rp 350 per share to Rp 400 per share. Thus, this fruit supply company has the potential to reap fresh funds of between Rp. 70 billion to Rp. 80 billion through an initial public offering (IPO). Also Read: Here's the Prospect of Stocks whose Prices Soared and Dropped After the IPO Around 75% of the funds obtained from this IPO, after deducting the issuance costs, will be used for working capital. This includes paying trade debts, purchasing merchandise and operating activities. Then, around 25% will be used to open new BUAH branches to reach areas that have not been reached but have business potential, namely Banda Aceh, Kendari and Palu. Not only that, Segar Kumala Indonesia has also built cold storage warehouses in the three areas to serve as temporary product retrieval and storage places. Also Read: Stocks Rise or Fall, the Securities Business Still Shines If the funds from the IPO are not sufficient to meet these needs, then BUAH will use the company's internal cash or use external funding. A little illustration, Segar Kumala Indonesia was established in 2017 which started a trading and distribution business of fresh fruits in Jakarta and surrounding areas under the SK brand. Next up: Cimory Dairyland Puncak, Europe's Vibes Amusement Park in Bogor Check other news and articles on Google News",20/Jul/2022 00:00:00,20/Jul/2022 16:57:51,Segar Kumala Indonesia (BUAH) Targets IDR 80 Billion Fresh Funds from IPO,https://investasi.kontan.co.id/news/segar-kumala-indonesia-buah-membidik-dana-segar-rp-80-miliar-dari-ipo,"[The Indonesia Stock Exchange, the Securities Business Still Shines, Google News]",[]
"Reporter: Ridwan Nanda Mulyana | Editor: Tendi Mahadi KONTAN.CO.ID - JAKARTA. PT Habco Trans Maritima Tbk plans to be listed on the Indonesia Stock Exchange (IDX) on July 26, 2022. Companies engaged in domestic sea transportation for this particular item will use the issuer code HATM. In this initial public offering (IPO), Habco Trans will conduct a public offering of 1,118,750,000 shares, equivalent to 16.65% of the issued and fully paid capital. Referring to additional information and/or amendments to the summary prospectus, the offering price is set at Rp 160 per share. With this offer price, the estimated total value of the public offering is Rp 179 billion. ""All proceeds from this initial public offering, after deducting emission costs, will be used to purchase a new fleet of bulk carriers to support the company's business activities,"" citing a brief prospectus, Tuesday (19/7). Also Read: After the IPO, Chemstar (CHEM) Expands the Market to the Cosmetics and F&B Segment Along with the public offering, Habco Trans Maritima will issue a maximum of 281.25 million new shares. As the implementation of debt conversion agreement (debt conversion) worth Rp 45 billion with PT Samudra Sejahtera Investama (PT SSI). This process will be carried out simultaneously with the initial public offering of Habco Trans Maritima, at the conversion price according to the offering price and will be distributed after the allotment date. The total percentage of shares after adding the results of the conversion is 20% of the issued and fully paid capital after the public offering and the Employee Stock Allocation (ESA) program of 0.26%. For information, the main business activity of Habco Trans Maritima is to carry out the business of transporting goods using ships specifically designed to transport certain types of goods. Includes transportation of dangerous goods, waste of hazardous and toxic materials, fuel oil, petroleum, processed products, LPG, LNG and CNG, fish and the like, including sea transportation rental businesses and their operators. Read also: Listening to Dewi Shri Farmindo's (DEWI) Business Development Plan After the IPO In this Habco Trans Maritima IPO, PT NH Korindo Sekuritas Indonesia acts as the underwriter and underwriter. The implementation schedule is as follows: Effective date: 18 July 2022 Initial public offering period: 20 July - 22 July 2022 Allotment date: 22 July 2022 Distribution date: 25 July 2022 Listing date on the Indonesia Stock Exchange: 26 July 2022. Next: 5 Sports Injuries That Often Occur and Should Be Watched For Check News and Other Articles on Google News",20/Jul/2022 00:00:00,20/Jul/2022 16:57:51,Habco Trans Maritima Offers IPO Price of IDR 160 Per Share,https://investasi.kontan.co.id/news/habco-trans-maritima-tawarkan-harga-ipo-rp-160-per-saham,"[the Indonesia Stock Exchange, IDX, HATM, Habco Trans, Chemstar, Cosmetics, Habco Trans Maritima, Habco Trans Maritima, the Employee Stock Allocation, ESA, Habco Trans Maritima, LPG, LNG, DEWI) Business Development Plan After, the Indonesia Stock Exchange]","[Habco Trans Maritima Offers IPO Price, IDR 160]"
"Reporter: Avanty Nurdiana | Editor: Avanty Nurdiana KONTAN.CO.ID - JAKARTA. Environmentally friendly cleaning equipment manufacturer PT Klinko Karya Imaji Tbk (KLIN) is offering an initial public offering (IPO). The company issued 230 million new shares equivalent to 17.59% of the issued and fully paid capital after the public offering. KLIN sets a nominal value of Rp 10 per share in the offering price range between Rp 90 - Rp 100 per share. So that this prospective issuer has the potential to pocket funds of Rp. 20.7 billion to Rp. 23 billion. For information, 40% of the proceeds from the IPO will be used to build the head office, production area, and raw material warehouse. Approximately 38.75% for capital expenditures such as the addition of production facilities and assets such as machines, box cars, operational cars, and office equipment. Then, about 21.25% is for working capital purposes in order to purchase raw materials to support the production process and marketing activities. Also Read: Cleaning Equipment Manufacturer Klinko Will Enter the Exchange, Offering 230 Million Shares From the manufacturing process, the company from Gresik, East Java claims its products are environmentally friendly and have a long-term service life. The reason is, in processing each product, KLIN is able to absorb as much as 120 tons of textile waste per month. The waste in the form of pieces of patchwork is then reprocessed into cotton material and spun back into yarn before being processed into products such as floor mats, mops, lobby dusters, and napkins. KLIN President Director Anggun Supanji in a release stated, by becoming a public company, KLIN can continue to maintain its commitment to providing quality and international standard cleaning products that are trusted by national and international consumers. ""From the company's data, we assess that KLIN has the potential to expand its business on a national and global scale. Because the entire production process of KLIN has supported the formation of a green environment, including by developing an ecosystem that focuses on Reuse, Reduce, Recycle (3R),"" said Effendi Irawan, President Director of PT Elite Sukses Sekuritas. PT Elit Sukses Sekuritas is a company that acts as the underwriter for the issuance of securities. ""The company has now penetrated the export market to seven countries in Southeast Asia, the United States, Europe and Latin America with private label products,"" said Effendi. Also Read: Looking at the Prospects of Stocks whose Prices are Burning and Desperate After the IPO in 2022 For those who are interested in buying KLIN IPO shares, please refer to the schedule as follows:       Initial offering period: 20-25 July 2022       Estimated effective date: 29 July 2022 ●       Estimated offering period General: August 2-5 2022        Estimated date of allotment: August 5, 2022        Estimated date of distribution of shares electronically: August 8, 2022        Estimated date of listing on the Indonesia Stock Exchange: August 9 2022    Not only that,  KLIN admits that they are quite enthusiastic in carrying out each due process diligence determined by the Financial Services Authority (OJK) and the Indonesia Stock Exchange (IDX). ""We really appreciate the support from OJK and IDX who are very accommodating in guiding companies to take the IPO route,"" said Anggun. During the initial public offering, KLIN will provide series I warrants free of charge to new shareholders whose names are recorded in the Register of Shareholders on the allotment date. For this reason, KLIN will issue a maximum of 57.5 million Series I warrants, with an exercise price of Rp 100 warrants. Also Read: Bangun Karya Perkasa Jaya Sets IPO Price of Rp 125 Per Share Next: JCI Strengthened Yesterday, This is Stock Recommendation for Wednesday Trading (20/7) Check other news and articles on Google News",20/Jul/2022 00:00:00,20/Jul/2022 16:57:51,Klinko Karya Imaji (KLIN) IPO Funds Will be Used for Expansion and Working Capital,https://investasi.kontan.co.id/news/dana-ipo-klinko-karya-imaji-klin-bakal-dipakai-ekspansi-dan-modal-kerja,"[KLIN, KLIN, KLIN, KLIN, KLIN, KLIN, KLIN, Elit Sukses Sekuritas, the Prospects of Stocks, KLIN, the Indonesia Stock Exchange, KLIN, the Financial Services Authority, OJK, the Indonesia Stock Exchange, IDX, OJK, IDX, KLIN, Register of Shareholders, KLIN, Google News]","[KLIN, Working Capital]"
"Reporter: Ridwan Nanda Mulyana | Editor: Herlina Kartika Dewi KONTAN.CO.ID - JAKARTA. The company's enthusiasm for listing on the Indonesia Stock Exchange (IDX) is still high. So far, there have been 26 new issuers that have completed an initial public offering (IPO) in 2022. The fates of these newcomers are different. There are those whose share prices soared up to 1,500%, but there are also those who languish until they are stuck at the gocap level. PT Adaro Minerals Indonesia Tbk (ADMR) has been phenomenal with price spikes that have so far held at the level of 1.580%. ADMR shares were able to rise 10.89% on Tuesday (19/7) to a price of Rp 1,680. The surge in the price of PT WIR Asia Tbk (WIRG) was no less astonishing in the early days of the IPO. The share price of the issuer that carries the development of the metaverse platform is still recorded to be up 95.04%. WIRG shot up 6.80% to the price of Rp 550 today. Read also: Holding IPO, Rohartindo Nusantara Luas (TOOL) Offers Shares at a Price of Rp 122 - Rp 135 New income from PT Dewi Shri Farmindo Tbk (DEWI) also immediately stepped on the gas. After just two days on the stock exchange, its share price has risen 69.81% to Rp 182. In contrast to fate, PT Nusatama Berkah Tbk (NTBK) has actually fallen to the level of gocap shares. PT Mitra Angkasa Sejahtera Tbk (BAUT) accompanied the list of issuers with a share price of Rp 50. PT Nanotech Indonesia Global Tbk (NANO) and PT Winner Nusantara Jaya Tbk (WINR) almost followed. The share prices of NANO and WINR are compact in the area of ​​Rp 52. Although they are still far from the gocap level, a number of stocks tend to stagnate and even have a flushing trend, such as PT Adhi Commuter Properti Tbk (ADCP) and PT Semacom Integrated Tbk (SEMA). Sucor Sekuritas analyst Paulus Jimmy highlighted that the company's fundamentals and valuation are crucial factors when trading on the stock market. But there is another important thing that should not be forgotten, namely the story. Story is considered important because it relates to public interest in understanding the issuer's profile, strategy, and business prospects in the future. Therefore, Jimmy believes that not all issuers whose prices fell after the IPO have poor fundamentals and valuations. ""It could be because of the low interest of investors in the stories from these issuers. It should be understood that the story of every industry has a cycle. What is not interesting today, tomorrow could be interesting,"" said Jimmy when contacted by Kontan.co.id, Tuesday (19/7). ). Technical Analyst Binaartha Sekuritas Ivan Rosanova added that sectoral sentiment could also influence the direction of stocks after the IPO. It could be that market players relinquish ownership after the IPO because they are looking at other stocks that are considered more attractive for now. Also Read: After the IPO, Chemstar (CHEM) Expands the Market to the Cosmetics and F&B Segment. Vice versa with stocks whose prices are already burning. Considering the recent market fluctuations, in the short term there is a chance for a correction to occur. But as long as the issuer's performance and business prospects are still positive, investors tend to accumulate rather than profit taking, so the price is relatively maintained. Even so, Ivan reminded him to be careful when entering into new stocks whose prices have soared considerably. ""It's better to wait for the release of the performance, especially if the valuation is quite high, especially for stocks that have not experienced a significant correction,"" said Ivan. In the midst of a market trend that is prone to selling pressure, Ivan suggested that the portion of the investment portfolio is also directed to bigcap stocks. For now, it's best not to be aggressive while observing market developments. ""Take advantage of every rebound to get short-term profits while slowly filling the portfolio with selected stocks,"" said Ivan. Jimmy had a similar record. Jimmy suggested that investors should pay attention to market conditions which tend to be volatile this year, so don't be too aggressive towards IPO shares if you don't understand the fundamental conditions. Associate Director of Research and Investment Pilarmas Investindo Sekuritas Maximilianus Nico Demus also highlighted the high market interest in IPO shares. The attraction is, the opportunity to gain money is felt to be bigger. Also Read: Listening to Dewi Shri Farmindo's (DEWI) Business Development Plan After the IPO ""Even though no one knows when the stock will go up or down. But we can find out where it is going. What's important is how confident investors are in the stock,"" said Nico . Nico emphasized that this belief must come from careful consideration of the fundamental condition and valuation of the company, as well as the business sector that is inline with the direction of government policies or the global situation. For this year, Nico sees non-cyclical consumers, healthcare, commodities, and energy as still attractive sectors to look at. Meanwhile, MNC Sekuritas Technical Analyst Herditya Wicaksana favors the mining sector, as it is influenced by high commodity prices. ADMR shares can still be collected by observing the support at Rp. 1,455 and resistance at Rp. 1,800. Then, technically there is a chance for SEMA stock to strengthen even in the short term. You can watch the support area at Rp 176 and resistance at Rp 198. Ivan also supports ADMR shares with a target price at Rp 1,850. Furthermore, WIRG shares, which as long as they are still above the psychological level of Rp 500 have the potential to rebound. WIRG targets are at Rp 615 and Rp 680. Next: BI RDG Sentiment Affected, This is the Stock Sector That Must Be Observed Check other News and Articles on Google News",20/Jul/2022 00:00:00,20/Jul/2022 16:57:51,Looking at the Prospects of Stocks whose prices are burning and languishing after the IPO in 2022,https://investasi.kontan.co.id/news/menilik-prospek-saham-yang-harganya-membara-dan-merana-pasca-ipo-di-2022,"[the Indonesia Stock Exchange, IDX, ADMR, Rohartindo Nusantara Luas, NANO, WINR, Sucor Sekuritas, Chemstar, Cosmetics, F&B Segment, Ivan, DEWI) Business Development Plan After, healthcare, MNC Sekuritas Technical Analyst, SEMA, ADMR, BI RDG Sentiment Affected]",[the Prospects of Stocks]
"Reporter: Ridwan Nanda Mulyana | Editor: Herlina Kartika Dewi KONTAN.CO.ID - JAKARTA. The tooling company, PT Rohartindo Nusantara Luas Tbk will offer a maximum of 410 million shares in an initial public offering (IPO). This amount is equivalent to 20% of the company's issued and fully paid capital. In the brief prospectus, it is informed that the offering price is in the range of Rp. 122 to Rp. 135 per share. With this price, the funds that can be raised from this IPO are around Rp 50 billion-Rp 55.35 billion. After deducting securities issuance costs, approximately 47.82% of the proceeds from the IPO will be used to purchase assets in the form of three shop houses and two warehouse units. Around 52.18% will be used for working capital, namely adding inventory items for sale. In detail, 60% for the addition of equipment products, 20% for household appliances, and 20% for adding luggage products. Also Read: Cleaning Equipment Manufacturer Klinko Will Enter the Exchange, Offering 230 Million Shares Simultaneously, the equipment company with the main trademark Nankai also issues a maximum of 205 million Series I Warrants or 12.50% of the total number of issued and fully paid shares in at the time of IPO registration. ""Sei warrants I are given free of charge as an incentive for new shareholders whose names are registered in the shareholder register on the allotment date,"" citing a brief prospectus, Tuesday (19/7). Each holder of two new shares is entitled to one Series I Warrant. The Series I Warrants issued have an exercise period of two years. Rohartindo Nusantara Luas is a trading company that sells engineering products, tools, household needs (home & living) and safety. Read also: Chemstar (CHEM) Expands Market to Cosmetics and F&B Segment Rohartindo Nusantara Luas offers a range of products with three main categories, namely Household Appliances, Utensils, and Luggage Bags. By 2021 TOOL already has distribution areas in Jakarta, Surabaya, Bandung, Sulawesi, Sumatra, Bali and Kalimantan. In this IPO process, PT Mirae Asset Sekuritas Indonesia acts as the implementing guarantor of the securities issuance. The following is the schedule for the IPO of Rohartindo Nusantara Luas: Initial offering period: July 19 - July 26, 2022 Estimated effective date: July 29, 2022 Estimated period of public offering: August 2 - August 5, 2022 Estimated allotment date: August 5, 2022 Estimated date of listing on the IDX: August 9 2022. Check other News and Articles on Google News",20/Jul/2022 00:00:00,20/Jul/2022 16:57:51,"Holding IPO, Rohartindo Nusantara Luas (TOOL) Offers Shares at a Price of Rp 122 - Rp 135",https://investasi.kontan.co.id/news/gelar-ipo-rohartindo-nusantara-luas-tooltawarkan-saham-di-harga-rp-122-rp-135,"[Rohartindo, F&B Segment Rohartindo, Utensils, PT Mirae Asset Sekuritas, IDX]",[Rohartindo Nusantara Luas]
"Reporter: Sugeng Adji Soenarso | Editor: Tendi Mahadi KONTAN.CO.ID - JAKARTA. PT Bangun Karya Perkasa Jaya Tbk will soon be listed on the Indonesia Stock Exchange (IDX). This construction issuer sets an initial public offering (IPO) price of Rp 125 per share. In its prospectus, the issuer, which will use the stock code KRYA, will release 325 million new shares or 20% of the issued and fully paid capital after the IPO with a nominal value of Rp 25 per share. Thus, the amount of funds that will be obtained from this corporate action is Rp 40.62 billion. KRYA will also implement an employee stock allocation (ESA) program. In this regard, the company's directors have determined to allocate a maximum of 1,625,000 shares or 0.50% of the total shares issued in the company's initial public offering. Along with the initial public offering, the company also issues a maximum of 162.5 million series I warrants or 12.50% of the total number of issued and fully paid shares at the time the registration statement for the initial public offering is submitted. Also Read: Targeting IDR 179 Billion of Funds, Habco Trans Maritima Offers IPO Price of IDR 160 Per Share The exercise price for series I warrants is IDR 156. All funds obtained from this IPO, after deducting securities issuance costs, will be used entirely for capital work. The details are, first, around 45.90% for the construction of a digital warehouse based on the letter of appointment for implementing the warehouse construction of a subsidiary, namely PT Karya Asmon Solusi No. 001/DIR/KASS/VI/2022 dated 09 June 2022. Then, around 54.10% for the cost of providing raw materials, the cost of purchasing work equipment, the cost of maintaining the machine and its supporting equipment. Meanwhile, the funds obtained by the company from the exercise of the series I warrants, if implemented by the warrant holders, will be used to increase the company's working capital, among others, for the cost of providing raw materials, the cost of purchasing work equipment, and the cost of maintaining the machine and its supporting equipment. The company appointed PT Indo Capital Sekuritas as the underwriter and underwriter. Read also: After IPO, Chemstar (CHEM) Expands Market to Cosmetics and F&B Segments Following is KRYA's IPO schedule: Effective date: 15 July 2022 Public offering period: 19-21 July 2022 Share allotment: 21 July 2022 Distribution of shares and warrants series I electronic: 22 July 2022 Listing of shares and warrants series I on the Indonesia Stock Exchange: 25 July 2022. Check other news and articles on Google News",20/Jul/2022 00:00:00,20/Jul/2022 16:57:51,Bangun Karya Perkasa Jaya Sets IPO Price Rp 125 Per Share,https://investasi.kontan.co.id/news/bangun-karya-perkasa-jaya-tetapkan-harga-ipo-rp-125-per-saham,"[PT Bangun Karya Perkasa Jaya Tbk, the Indonesia Stock Exchange, IDX, KRYA, KRYA, ESA, Habco Trans, DIR, PT Indo Capital Sekuritas, Chemstar, KRYA, the Indonesia Stock Exchange, Google News]",[Bangun Karya Perkasa Jaya Sets IPO Price]
"Reporter: Akhmad Suryahadi | Editor: Khomarul Hidayat KONTAN.CO.ID - JAKARTA. Initial public offerings (IPO) are still lively. Recently, there is PT Kusuma Kemindo Sentosa which will release its shares to the public. The issuer, which is engaged in the wholesale trading of chemical materials and goods, will use the KKES stock code. Launching the e-IPO page, Tuesday (19/7), the bookbuilding period for the IPO of KKES shares runs from today (19/7) to Wednesday (27/7). KKES will release a maximum of 450 million new shares or a maximum of 27.27% of the total issued and fully paid capital after the IPO. KKES places an offering price of Rp 100 to Rp 130 per share. Thus, the fresh funds obtained by KKES from this initial public offering are as much as Rp. 58.50 billion. Read also: Kebab Babarafi (RAFI) Wants to IPO, This is the Calculation of Fresh Funds That Will Be Obtained Kusuma Kemindo also implements the Employee Stock Allocation (ESA) program with a maximum amount of 2.5% of the amount offered in the public offering or a maximum of 11 ,25 million Citing a brief prospectus, the proceeds from the initial public offering of shares will be used for two purposes. First, around 95% will be used for working capital in order to support operational activities and business development. The details, about 30% for operational costs such as salaries, transportation costs, office costs, sales costs and others. Approximately 65% ​​for the purchase of merchandise, payment of trade payables to suppliers. Second, around 5% will be used for the development of information systems and technology including the digitalization of IT systems for sales, delivery, inventory and logistics. The complete schedule for Kusuma Kemindo's IPO is as follows: Initial offering period: 19 – 27 July 2022 Estimated effective date : 29 July 2022 Estimated initial public offering period : 2 – 4 August 2022 Estimated allotment date : 4 August 2022 Estimated date of electronic distribution of shares : 5 August 2022 Estimated listing date on the Indonesia Stock Exchange: August 8, 2022 KKSE is a company that is active as an importer, stockist & distribution of commodity and specialty chemicals, food, construction chemicals and related materials. KKSE currently operates in the wholesale trade of basic chemical materials and goods, wholesale trade of various kinds of building materials and wholesale trade of machinery, equipment and other equipment. KKSE sees promising business opportunities in the field of chemicals for industrial and household purposes. Read also: Targeting IDR 179 billion in funds, Habco Trans Maritima Offers IPO price of IDR 160 per share Check other news and articles on Google News",20/Jul/2022 00:00:00,20/Jul/2022 16:57:51,Kusuma Kemindo Sentosa (KKES) IPO Enters Bookbuilding Period,https://investasi.kontan.co.id/news/ipo-kusuma-kemindo-sentosa-kkes-mulai-masuki-periode-bookbuilding,"[KKES, KKES, KKES, KKES, the Employee Stock Allocation, ESA, the Indonesia Stock Exchange, KKSE, KKSE, Habco Trans Maritima Offers IPO, Google News]",[IPO Enters Bookbuilding Period]
"Reporter: Ridwan Nanda Mulyana | Editor: Tendi Mahadi KONTAN.CO.ID - JAKARTA. PT Habco Trans Maritima Tbk plans to go public on the Indonesia Stock Exchange (IDX) on July 26, 2022. Companies engaged in domestic sea transportation for this particular item will use the issuer code HATM. In this initial public offering (IPO), Habco Trans will conduct a public offering of 1,118,750,000 shares, equivalent to 16.65% of the issued and fully paid capital. Referring to additional information and/or amendments to the summary prospectus, the offering price is set at Rp 160 per share. With the offer price, the estimated total value of the public offering is Rp 179 billion. ""All proceeds from this initial public offering, after deducting emission costs, will be used to purchase a new fleet of bulk carriers to support the company's business activities,"" citing a brief prospectus, Tuesday (19/7). Also Read: After the IPO, Chemstar (CHEM) Expands the Market to the Cosmetics and F&B Segment Along with the public offering, Habco Trans Maritima will issue a maximum of 281.25 million new shares. As the implementation of debt conversion agreement (debt conversion) worth Rp 45 billion with PT Samudra Sejahtera Investama (PT SSI). This process will be carried out simultaneously with the initial public offering of Habco Trans Maritima, at the conversion price according to the offering price and will be distributed after the allotment date. The total percentage of shares after adding the results of the conversion is 20% of the issued and fully paid capital after the public offering and the Employee Stock Allocation (ESA) program of 0.26%. For information, the main business activity of Habco Trans Maritima is to carry out the business of transporting goods using ships specifically designed to transport certain types of goods. Includes transportation of dangerous goods, waste of hazardous and toxic materials, fuel oil, petroleum, processed products, LPG, LNG and CNG, fish and the like, including sea transportation rental businesses and their operators. Read also: Listening to Dewi Shri Farmindo's (DEWI) Business Development Plan After the IPO In this Habco Trans Maritima IPO, PT NH Korindo Sekuritas Indonesia acts as the underwriter and underwriter. The implementation schedule is as follows: Effective date: 18 July 2022 Initial public offering period: 20 July - 22 July 2022 Allotment date: 22 July 2022 Distribution date: 25 July 2022 Listing date on the Indonesia Stock Exchange: 26 July 2022. Check News and More articles on Google News",20/Jul/2022 00:00:00,20/Jul/2022 16:57:51,"Aiming at IDR 179 Billion in Funds, Habco Trans Maritima Offers IPO Price of IDR 160 Per Share",https://investasi.kontan.co.id/news/incar-dana-rp-179-miliar-habco-trans-maritima-tawarkan-harga-ipo-rp-160-per-saham,"[the Indonesia Stock Exchange, IDX, HATM, Habco Trans, Chemstar, Cosmetics, Habco Trans Maritima, Habco Trans Maritima, the Employee Stock Allocation, ESA, Habco Trans Maritima, LPG, LNG, DEWI) Business Development Plan After, the Indonesia Stock Exchange, Check News, Google News]","[Habco Trans, IDR 160]"
"Reporter: Ika Puspitasari | Editor: Tendi Mahadi KONTAN.CO.ID - JAKARTA. Chemical manufacturer for the textile industry PT Chemstar Indonesia Tbk (CHEM) continues to develop its business after holding an initial public offering some time ago. CHEM Corporate Secretary Wenty Akbar Rasjid said Chemstar Indonesia plans to expand its market to industries outside of textiles, namely to the cosmetics and food and beverage (F&B) segments. ""Currently, CHEM's sales are to textile factories such as Kahatex, Centex, Indorama and others. Chemstar's market share is now only 2%-3%,"" he said to Kontan, Friday (15/7). He revealed that in the future there are still many opportunities to increase market share. Wenty said, the opportunity to increase market share is very large, what is currently needed is working capital. With the IPO, this working capital challenge can be overcome. Also Read: Integra Indocabinet (WOOD) Still Optimizing Exports to the US this Year For information, during the IPO celebration, CHEM released 500 million new shares or 29.41% of the issued and fully paid capital. CHEM conducted an IPO at a price of Rp 150 per share. Thus, CHEM obtained fresh funds of Rp 75 billion which will be used for the purchase of land and buildings as well as working capital. In terms of performance, CHEM is also aiming for an optimistic target of 15% growth in revenue this year. This means that CHEM is projected to record revenues of around Rp 103 billion this year. CHEM has set a growth target of 15% for the next 5 years. In terms of profit, this new issuer targets a growth of around 14.3 percent. This estimate cannot be separated from the condition of high demand from the supply-chain shock, aka the non-fulfillment of demand for the domestic textile industry. This is in line with the energy crisis and high logistics costs. As an illustration, in 2021 CHEM recorded operating revenues of Rp. 89.62 billion, an increase of 13% when compared to sales in 2020 of Rp. 79.33 billion. With this achievement, CHEM managed to record an increase in net profit of 192% on an annual basis, compared to 2020 which only grew 14%. ""Efforts to achieve performance targets, we continue to look for new principals, additional sales and marketing teams,"" he added. Read also: Fortune Indonesia (FORU) Successfully Earned Last Year's Profit Today, CHEM's business challenges are inflation and the US dollar exchange rate. Fortunately, continued Wenty, Chemstar has gone through a cycle of inflation and the US dollar exchange rate has fluctuated several times since its establishment in 2004. ""With this experience, we are able and confident to be able to overcome CHEM's business challenges,"" he concluded. Check other News and Articles on Google News",20/Jul/2022 00:00:00,20/Jul/2022 16:57:51,"After IPO, Chemstar (CHEM) Expands Market to Cosmetics and F&B Segments",https://industri.kontan.co.id/news/usai-ipo-chemstar-chem-perluas-pasar-ke-segmen-kosmetik-serta-fb,"[CHEM Corporate, CHEM, Chemstar, CHEM, CHEM, CHEM, CHEM, Profit Today, CHEM, Wenty, Chemstar, CHEM]",[Chemstar]
"Reporter: Ika Puspitasari | Editor: Wahyu T. Rahmawati KONTAN.CO.ID - JAKARTA. PT Dewi Shri Farmindo Tbk (DEWI) received fresh funds of Rp 70 billion from the initial public offering (IPO). The issuer, which is engaged in broiler cultivation, has sold 700 million shares, equivalent to 35% of Dewi Shri's paid-in and issued capital, at a price of Rp 100 per share. Aditya Fajar Junus, President Director of Dewi Shri, explained that he would use the proceeds from the IPO to develop his business. In detail, an amount of Rp 7.48 billion or around 11.71% will be used for the purchase of affiliated land. Then Rp 3.67 billion or around 5.74% will be used for the purchase of non-Affiliate land area of ​​10,773 square meters. ""A total of Rp 6.5 billion or 10.17% will be used for the construction of a chicken slaughterhouse (RPA) facility on affiliated land,"" he explained, Monday (18/7). Also Read: DEWI's Share Price Soars 26% in Initial Trading Next, the proceeds from the IPO of Rp 9.98 billion or 15.62% will be used for the construction of commercial broiler farm facilities on non-affiliated land. Aditya hopes that this development plan can be started within the next 6 months at the latest. While the rest will be used for Dewi Shri's working capital which will be used to purchase day old chicks (DOC) and purchase chicken carcasses. According to Aditya, the business industry in the livestock sector and broiler slaughter has good prospects in the future. Given that broiler chickens are one of the most affordable protein-contributing livestock for the people of Indonesia. Also Read: IDX Still Has 37 Prospective Issuers in the IPO Pipeline From a very affordable price that can be accepted by all Indonesian people to the need for adequate protein nutrition for human consumption, broiler chicken is a product that is highly sought after by consumers and culinary entrepreneurs. . Therefore, the demand for broiler chicken meat continues to increase. ""In order to produce and maintain optimal quality of livestock, we also develop appropriate modern technology that is environmentally friendly,"" he added. For information, Dewi Shri Farmindo earned Rp 23.39 billion in revenue in the first quarter of this year, this value grew slightly by 0.3 percent from Rp 23.32 in the same period last year. In terms of net profit, this new issuer recorded a net profit for the year of Rp 1.41 billion, down 40 percent from last year's first quarter net profit of Rp 2.37 billion. Also Read: Poultry Shares Will Be Boosted by Singapore's Export Sentiment ""We are very concerned about the supply and demand momentum in the market so that we can take preventive steps before demand drops drastically. This has been proven by us being able to get through the pandemic while still posting profits,"" he explained. DEWI also has a commercial broiler farm that already uses closed house technology, so that the chickens produced are healthier and production is less affected by weather factors when compared to farms that still use an open house or traditional system. In addition, this company uses a blower so that the wind flow in the cage is one-way, in which the virus will be sucked in one direction for maximum ammonia control. Check other News and Articles on Google News",20/Jul/2022 00:00:00,20/Jul/2022 16:57:51,Listening to Dewi Shri Farmindo's (DEWI) Business Development Plan After the IPO,https://investasi.kontan.co.id/news/menyimak-rencana-pengembangan-bisnis-dewi-shri-farmindo-dewi-usai-ipo,"[Initial Trading Next, DOC, DEWI]",[DEWI) Business Development Plan After]
