text,publish_date,scraped_date,title,Companies,link
"Reporter: Ika Puspitasari | Editor: Wahyu T. Rahmawati KONTAN.CO.ID - JAKARTA. PT Mora Telematika Indonesia Tbk (MORA), a company engaged in the telecommunications industry, will conduct an initial public offering (IPO) of a maximum of 2.61 billion common shares in the name of new shares issued from the Mora Telematics portfolio. This value is equivalent to 11% of the total issued and fully paid capital of Mora Telematika after the initial public offering of shares with a nominal value of Rp 100 per share. The company, also known as Moratelindo, has set an offering price range of Rp. 368 to Rp. 396 per share. Thus, MORA has the potential to obtain fresh funds from the IPO as much as Rp. 1.03 trillion. Read also: Mora Telematika (MORA) will IPO, Targets Double Digit Growth Performance Established in 2000, Moratelindo started its business as a provider of internet and telephone card services. Then, in 2007, Moratelindo transformed into a telecommunications infrastructure service provider by building a 7.5 km fiber optic cable network in Java. In 2008 Moratelindo established a subsidiary company in Singapore and built the Moratelindo International Cable-System One (MIC1) submarine cable connecting Jakarta with Singapore. In 2009, Moratelindo actively developed an international network by building an undersea fiber optic cable network Batam-Dumai-Malaka (BDM). In 2010, in line with growing trust in the Company, the Government of Singapore granted a Facilities-Based Operations (FBO) license as a gateway for international leased line services. Also Read: Behind the Owners of Moratelindo (MORA), There is Sinarmas and IBST Controller Farida Bau In the same year, Moratelindo strengthened its network by building the Sumatra Backbone, which is the construction of a backbone network for both Submarine Cable and Inland Cable that crosses the entire length of Sumatra Island. The Indonesian government also entrusts Moratelindo to support the development of national local infrastructure by providing telecommunications business permits and licenses such as closed fixed networks (JARTUP), network access points (NAP), internet service providers (ISPs), and local fixed networks (JARTAPLOK). MORA is also trusted to build and operate a national data center, namely Nusantara Internet Exchange (NIX). To support business activities, in 2012 Moratelindo established 6 Nusantara Data Centers (NDC) with Tier 2 design standards, which are integrated with each other in Medan, Batam, Palembang, Jakarta, Surabaya, Bali. All Moratelindo NDCs are connected to hundreds of PoPs and High Rise Buildings as well as the entire Moratelindo network. In the same year, Moratelindo also developed an international network of undersea fiber optic cable B3JS (Jakarta-Bangka-Bintan-Batam-Singapore) as the third project (sea cable) for an international scope, so that the fiber optic cable network has been successfully built until 2012. reaching a length of 7,620 km. In 2014, Moratelindo strengthened its network through Metro-E infrastructure which was built in 21 cities, bringing the total network owned in 2014 to reach 9,681 km. In 2015 Moratelindo decided to expand on Fiber To The X (FTTX) for the corporate market. A year later, Moratelindo entered the FTTX retail market through the oxygen.id brand. In addition, the Government of Indonesia entrusted Moratelindo to carry out the national strategic priority infrastructure project of the Central Government by appointing the Company as the winner of the tender for the West Palapa Ring Project and the East Palapa Ring Project in 2016. Also Read: Checking Financial Performance and Valuation of Moratelindo IPO Share Price (MORA) Palapa Project Ring is a project between the Central Government and Moratelindo's subsidiaries, namely PT Palapa Ring Barat and PT Palapa Timur Telematika which was launched by the Ministry of Communication and Information (Kemenkominfo) of the Republic of Indonesia which aims to build telecommunications infrastructure in the form of fiber optic development throughout Indonesia. The Palapa Ring project integrates the existing network with the new network. The network will be the foundation of all telecommunications operators and users of telecommunications services in Indonesia and integrated with the network already owned by telecommunications operators. The West Package Palapa Ring project has been operating since March 2018, while the East Package Palapa Ring has been operating since August 2019. Moratelindo through the KSO BPS-MORATELINDO which is a joint operation was formed on December 6, 2019 between Moratelindo and PT Bhumi Pandanaran Sejahtera (Perseroda) (BPS) Based on the results of the selection of partners for the Operational Cooperation Project for the Provision of Passive Telecommunication Infrastructure Public Services organized by BPS, it has succeeded in regaining the trust of the Semarang City Government to cooperate in the construction, operation, exploitation and provision of passive telecommunications infrastructure services in the Semarang City area. Read also: IPO, Moratelindo Opens Offer Price of Rp 368 - Rp 396 Per Share The cooperation in providing public services for passive telecommunications infrastructure in the city of Semarang is a development project for the operation, exploitation and provision of U-ditch (channel made of reinforced concrete with a cross section of the letter ""U"") and/or a shared Makroduct (High-Density Polyethylene/HDPE pipeline) used for the placement of fiber optic cables by telecommunications operators. So that there are no more aerial fiber optic cables through cellular telecommunications poles and towers to be used by telecommunications operators, as well as their supporting facilities and equipment. Through this project, KSO BPSMORATELINDO will carry out the construction of joint ducting works and cellular telecommunications towers with an estimated length of 506,064-meter U-ditch and/or Makroduct on roads owned by the Semarang City Government starting with priority roads in the city of Semarang, namely Jalan MT Haryono, Ahmad Yani Street, Pahlawan Street, Pandanaran Street, Simpang Lima Roundabout Street, Gajah Mada Street, Imam Bonjol Street, and Pemuda Street. Also Read: Corporate Bonds Issues Will Be Lively, More Attractive for Investment The pattern of cooperation between the Semarang City Government and KSO BPS-MORATELINDO is based on Regional Cooperation with Third Parties (KSDPK) in terms of providing public services, with a cooperation period of 20 years commencing from the date of commercial operation. As a form of return on investment, KSO BPS-MORATELINDO will lease the Project Assets to telecommunication operators for 20 years after the Commercial Operation Date. In 2021 Moratelindo will continue to expand by developing Fiber To The Home (FTTH) to new cities such as Jambi, Bandung, Semarang and continuing the development of FTTX to the cities of Kupang and Labuan Bajo. Moratelindo continues to expand the Oxygen Home area or home internet, where FTTH and by the end of 2021 have reached 413,025 home passes and 111,968 total subscribers. As of December 31, 2021, the Company's FTTX solution provides connections to approximately 216 buildings and 6,700 connections to private and government entities (which are not telecommunications providers). Check other News and Articles on Google News",15/Jul/2022 00:00:00,15/Jul/2022 18:32:40,"About to IPO, Peek at the Profile of Mora Telematics Indonesia (MORA)","[Mora Telematics, Moratelindo, MORA, MORA, Moratelindo, Moratelindo, the Moratelindo International Cable-System One, Moratelindo, Batam-Dumai-Malaka, Company, Facilities-Based Operations, MORA, IBST Controller Farida Bau, Moratelindo, Submarine Cable, Inland Cable, Moratelindo, JARTUP, NAP, MORA, Nusantara Internet Exchange, NIX, Nusantara Data Centers, Moratelindo, Moratelindo, Moratelindo, Jakarta-Bangka-Bintan-Batam-Singapore, Moratelindo, Moratelindo, Moratelindo, the Central Government, Company, the Central Government, Moratelindo, the Ministry of Communication and Information, The West Package Palapa Ring, the East Package Palapa Ring, the KSO BPS-MORATELINDO, Moratelindo, the Operational Cooperation Project for the Provision of Passive Telecommunication Infrastructure Public Services, BPS, the Semarang City Government, the Semarang City Government, the Semarang City Government, KSO BPS-MORATELINDO, KSDPK, KSO BPS-MORATELINDO, Moratelindo, Moratelindo, Oxygen Home, FTTH, Company],[MORA]",https://investasi.kontan.co.id/news/bakal-ipo-intip-profil-mora-telematika-indonesia-mora
"Reporter: Venny Suryanto | Editor: Handoyo . KONTAN.CO.ID - JAKARTA. The issuer of automotive component manufacturing, PT Dharma Polimetal Tbk (DRMA) will be more expansive throughout 2022. After realizing the plan to use the proceeds from the initial public offering (IPO), the company has used the fresh funds as much as 53% or Rp 180.2 billion from a total of IDR 341.7 billion. Meanwhile, for capital expenditure or capex, the company has used Rp 78.2 billion. ""We are grateful, because so far the Company has succeeded in carrying out the plan as expected,"" said President Director of Dharma Polimetal, Irianto Santoso in his official statement, Tuesday (12/7). Read also: Dharma Polimetal (DRMA) Has Used 53% of IPO Proceeds The details of the use of IPO proceeds until the end of June 2022 amounting to Rp. 78.2 billion have been injected into subsidiaries PT Dharma Precision Part and PT Dharma Controlcable Indonesia in the amount of Rp. 54 1.1 billion, to increase the portion of share ownership in subsidiary PT Dharma Poliplast by Rp. 30.8 billion, and for working capital of Rp. 17.1 billion. For information, until the first quarter of this year, the company posted a net profit for the year of Rp 116.9 billion. This number has more than doubled from the previous Rp 53.4 billion in the same period in 2021. DRMA Chart by TradingView . As for net sales, the Company posted Rp 915.8 billion, where the revenue grew 36% from Rp 675, 6 billion in the same period the previous year. Check other News and Articles on Google News",15/Jul/2022 00:00:00,15/Jul/2022 18:32:40,Dharma Polimetal (DRMA) Has Used 53% of IPO Funds to Boost Expansion,"[Company, Dharma Polimetal, Irianto Santoso, DRMA Chart, Company],[Boost Expansion]",https://industri.kontan.co.id/news/dharma-polimetal-drma-telah-gunakan-53-dana-ipo-untuk-genjot-ekspansi
"Reporter: Ika Puspitasari | Editor: Wahyu T. Rahmawati KONTAN.CO.ID - JAKARTA. PT Dharma Polimetal Tbk (DRMA), an automotive component manufacturing company, in the first semester of 2022, has realized a plan to use the proceeds from the initial public offering (IPO) of 53% or Rp 180.2 billion, of a total of Rp 341.7 billion in fresh funds raised through IPOs. According to Dharma Polimetal's plan, the proceeds from the IPO will be used for expansion purposes, capital injections to subsidiaries, increasing the share of shares in subsidiaries, as well as for working capital. ""We are grateful, because so far DRMA has succeeded in carrying out the plan as expected,"" said President Director of Dharma Polimetal, Irianto Santoso in an official statement, Tuesday (12/7). Read also: Check out Dharma Polimetal Stock Recommendations (DRMA) The details of the use of the proceeds from the IPO until the end of June 2022 are, for capital expenditures of Rp. 78.2 billion, to be injected into subsidiaries PT Dharma Precision Part and PT Dharma Controlcable Indonesia in the amount of Rp. 54 1.1 billion, to increase the portion of share ownership in subsidiary PT Dharma Poliplast by Rp. 30.8 billion, and for working capital of Rp. 17.1 billion. In the IPO which was held in December last year, this automotive component manufacturing company owned by the Triputra Group managed to raise funds of Rp 352.9 billion from the sale of 705.88 million shares or 15% of the total issued and fully paid capital. Read also: Prospects of Automotive Issuers' Shares Rely on Economic Improvement From the proceeds from the IPO, which after deducting costs to a total of Rp 341.7 billion, around 70% was budgeted for capital expenditures in the context of business expansion, around 16% was budgeted for capital injections to subsidiaries, around 9% is budgeted for the addition of the Company's ownership in PT Dharma Poliplast, and the remaining 5% is budgeted for working capital. In the first quarter of this year, DRMA managed to book a net profit for the year of IDR 116.9 billion, more than doubled from IDR 53.4 billion in the same period in 2021. As for net sales, the Company posted IDR 915.8 billion, grew 36% from Rp 675.6 billion in the same period the previous year. Check other News and Articles on Google News",15/Jul/2022 00:00:00,15/Jul/2022 18:32:40,Dharma Polimetal (DRMA) Has Used 53% of IPO Proceeds,"[Dharma Polimetal, Irianto Santoso, the Triputra Group, Automotive Issuers', Company, DRMA, Company],[]",https://investasi.kontan.co.id/news/dharma-polimetal-drma-telah-menggunakan-53-dana-hasil-ipo
"Reporter: Ika Puspitasari | Editor: Herlina Kartika Dewi KONTAN.CO.ID - JAKARTA. PT Mora Telematika Indonesia Tbk (MORA) is optimistic about the prospects for the telecommunications business in the future. President Director of PT Mora Telematika Indonesia Tbk Galumbang Menak said the prospect of the telecommunications business is very attractive considering the telecommunications industry is the backbone of the digital economy. This year, MORA hopes to continue its performance growth. ""In these three years we have grown in double digits, above the industry growth which grew single digits. We hope that with this corporate action (IPO), we can make this growth continue in the future,"" said Galumbang at a public expose, Tuesday (12/12/2020). 7). Also Read: Behind the Owners of Moratelindo (MORA), Sinarmas and IBST Controller Farida Bau As is known, Mora Telematika conducts an initial public offering of shares of a maximum of 2.61 billion shares or 11% of the total issued and fully paid capital in the company . The offering price ranges from Rp. 368 to Rp. 396 per share. Thus, MORA has the potential to obtain fresh funds from the IPO as much as Rp. 1.03 trillion. Mora Telematika will focus on expanding coverage, fiber access to the home and building, the three ducting, and increasing the capacity of the MORA data center. He said that currently MORA has six data centers whose capacity has reached 70%. ""We will immediately upgrade or increase its capacity,"" added Galumbang. Galumbang added that the big clients for the telecommunications sector currently include Telkomsel, XL, Indosat, to Smartfren. ""All of these are our customers. For the enterprise, we currently have around 6,000 corporate customers, and around 120,000 retail customers,"" he said. In 2021, MORA managed to record operating revenues of IDR 4.18 trillion, an increase of 11% compared to the performance achieved in 2020 of IDR 3.76 trillion. In 2021, the company also posted an EBITDA of Rp 2.08 trillion, an increase of around 8% compared to the previous year of Rp 1.93 trillion. Read also: Looking at the Financial Performance and Valuation of Moratelindo's IPO Share Price (MORA) In line with that, MORA posted a profit for the year of Rp 671 billion, while in 2020 it was Rp 679 billion. As for March 2022, MORA recorded operating revenues of Rp 1.02 trillion, or grew by around 5% compared to the same period in 2021 of Rp 981 billion. Meanwhile, as of March 2022, EBITDA was recorded at IDR 570 billion, an increase of more than 9% compared to the same period the previous year of IDR 522 billion. In the March 2022 period, profit for the year was recorded at Rp183 billion, an increase of around 0.9% in the same period in 2021 at Rp182 billion. In the March 2022 period, the company's total assets amounted to Rp 14.41 trillion. In the same period, total liabilities were recorded at Rp 9.67 trillion. Check other News and Articles on Google News",15/Jul/2022 00:00:00,15/Jul/2022 18:32:40,"Mora Telematics (MORA) will IPO, Targets Double-Digit Growth in Performance","[MORA, MORA, Sinarmas, IBST Controller Farida Bau, MORA, MORA, MORA, Telkomsel, XL, Indosat, MORA, the Financial Performance and Valuation of Moratelindo's, IPO Share Price, MORA, MORA, MORA],[MORA]",https://investasi.kontan.co.id/news/mora-telematika-mora-akan-ipo-targetkan-kinerja-tumbuh-dua-digit
"Reporter: Ika Puspitasari | Editor: Anna Suci Perwitasari KONTAN.CO.ID - JAKARTA. PT Mora Telematika Indonesia Tbk (MORA), a company engaged in the telecommunications industry, conducted an initial public offering of a maximum of 2.61 billion common shares in the name of new shares issued from the Company's portfolio. This value is equivalent to 11% of the total issued and fully paid capital in the company after the initial public offering of shares with a nominal value of Rp 100 per share. For this IPO, Mora Telematika set the offering price in the range of Rp 368 - Rp 396 per share. Thus, MORA has the potential to receive fresh funds from this corporate action of up to Rp. 1.03 trillion. MORA President Director Galumbang Menak revealed that around 85 percent of the proceeds from the IPO will be used for investment, backbone and access investments, including passive and active devices and infrastructure as well as data center development. This investment includes the construction of inland cable, ducting and supporting equipment, both active and passive infrastructure. Also Read: IPO Offer Price for Moratelindo Shares Rp 368 - Rp 396 Per Share ""Backbone is the construction of a backbone network for both submarine cable and inland cable. Currently, the Company has a backbone network from Jakarta-Singapore, which consists of Submarine Cable and Inland Cable that crosses along the island of Sumatra, which is called the Sumatra Backbone,"" he said in a public presentation, Tuesday (12/7). MORA also has a backbone along the island of Java, as well as a backbone from Bali to Nusa Tenggara consisting of submarine cable and inland cable. Galumbang added that the funds obtained from this IPO will be used for plans for the construction of submarine cable and inland cable along with supporting devices, both active and passive infrastructure on several islands in Indonesia, including but not limited to the islands of Sumatra, Java, Bali, Nusa Tenggara, Kalimantan and Sulawesi. In addition, the funds obtained from the go public action will be used to increase the capacity of the existing network and add new network capacity. ""The company has not been able to reveal in more detail the percentage of investment in the backbone, access, ducting, data center and supporting devices, both active and passive infrastructure because currently it is still in the initial planning stage, where the length of the cable or ducting can still change depending on the results of the desktop study, inland. , marine survey,"" he explained. Also Read: Ceiling Remaining Still Rp 833.5 Billion, Moratelindo Stops Offering Sustainable Sukuk Meanwhile, around 15% will be used for working capital needs and general business activities of the company, namely operational costs and network maintenance and supporting equipment, installation costs for equipment to customers and for branding and promotion activities. PT BNI Sekuritas and PT Sucor Sekuritas have been appointed as implementing underwriters for the issuance of securities in the company's initial public offering. The Temporary Public Offering Schedule is : Initial Offering Period : 12 - 18 July 2022 Estimated Effective Date : 27 July 2022 Estimated Public Offering Period : 29 July 2022 – 2 August 2022 Estimated Allotment Date : 2 August 2022 Estimated Electronic Share Distribution Date : 3 August 2022 Estimated Listing Date on PT Bursa Efek Indonesia : August 4, 2022 Previously, this company successfully issued bonds in 2017 and issued sukuk through continuous public offerings in 2019, 2020 and 2021. . Check other news and articles on Google News",15/Jul/2022 00:00:00,15/Jul/2022 18:32:40,"Immediate IPO, Mora Telematika Indonesia Eyes Fresh Funds of Up to IDR 1.03 Trillion","[Company, MORA, MORA, Moratelindo, Company, Jakarta-Singapore, Submarine Cable, Inland Cable, MORA, Sumatra, Java, Bali, Moratelindo Stops Offering Sustainable, Sekuritas, PT Sucor Sekuritas, The Temporary Public Offering Schedule, Initial Offering Period, Google News],[Mora Telematika Indonesia Eyes Fresh Funds, IDR]",https://investasi.kontan.co.id/news/segera-ipo-mora-telematika-indonesia-incar-dana-segar-hingga-rp-103-triliun
"Reporter: Maizal Walfajri | Editor: Anna Suci Perwitasari KONTAN.CO.ID - JAKARTA. PT Bank Muamalat Indonesia Tbk's move to go public is getting closer to reality. Bank Muamalat, which already has the status of a public company, intends to hold an initial public offering (IPO) in 2023. This can be done because this bank has received the blessing of the Hajj Financial Management Agency (BPKH), which is the controlling shareholder. Bank Muamalat, for listing on the Indonesia Stock Exchange (IDX). “We have received a request from the shareholders (BPKH) to conduct an IPO. We will do that at the end of 2023,"" said Bank Muamalat President Director Achmad K. Permana in Jakarta on Monday (11/7). He explained that this corporate plan has also been submitted to the Financial Services Authority (OJK). Because as part of the process of strengthening capital and the entry of BPKH as a shareholder. ""The IPO must be done after the corporate action (the entry of BPKH) that we did,"" added Permana. Also Read: Cooperating with Paper.id, Bank Muamalat Accelerates Digital Transformation for MSME Funding Just so you know, BPKH has officially become the controlling shareholder of Bank Muamalat since late 2021. At that time, BPKH received the transfer of shares through a grant from the previous controlling shareholders (PSP), namely the Islamic Development Bank (IsDB), Boubyan Bank, Atwill Holdings Limited, National Bank of Kuwait, IDF Investment Foundation, and BMF Holdings Limited. After that, Bank Muamalat continued to beautify itself by taking various strategic steps. Start with restructuring troubled assets by cooperating with PT Perusahaan Pengelola Asset (Persero) or PT PPA. Thus, PT PPA manages Bank Muamalat's low-quality assets of Rp 10 trillion. This made Bank Muamalat's gross non-performing financing (NPF) decrease to around 0.49% as of March 2022, down from 4.93% in March 2021. In line with that, BPKH also injected Rp 3 trillion of capital into Bank Muamalat. The details are Rp 1 trillion from the rights issue and Rp 2 trillion from the absorption of subordinated sukuk issued by the first Islamic bank in the country. This makes the core capital adequacy ratio (CAR) of Bank Muamalat soar 33.39% as of March 2022. Far from the position in March 2021 at the level of 15.06%. Check other News and Articles on Google News",15/Jul/2022 00:00:00,15/Jul/2022 18:32:40,"With BPKH's blessing, Bank Muamalat targets an IPO at the end of 2023","[Bank Muamalat, the Hajj Financial Management Agency, Bank Muamalat, the Indonesia Stock Exchange, IDX, Bank Muamalat, the Financial Services Authority, OJK, Bank Muamalat Accelerates Digital Transformation for MSME Funding, Bank Muamalat, the Islamic Development Bank, Boubyan Bank, Atwill Holdings Limited, National Bank of Kuwait, IDF Investment Foundation, BMF Holdings Limited, Bank Muamalat, PT Perusahaan Pengelola Asset, Bank Muamalat's, Bank Muamalat's, NPF, BPKH, Bank Muamalat, the first Islamic bank, CAR, Bank Muamalat],[BPKH, Bank Muamalat]",https://investasi.kontan.co.id/news/dapat-restu-bpkh-bank-muamalat-targetkan-gelar-ipo-di-akhir-tahun-2023
"Reporter: Sugeng Adji Soenarso | Editor: Khomarul Hidayat KONTAN.CO.ID - JAKARTA. PT Mora Telematika Indonesia Tbk or Moratelindo plans to hold an initial public offering (IPO) of shares. Moratelindo is a company engaged in telecommunications activities with cables, internet service providers, and internet interconnection services (NAP). In its prospectus, in this IPO, Moratelindo offers a maximum of 2,610,486,000 new shares or a maximum of 11% of the total issued and paid-up capital with a nominal value of Rp 100 per share. Moratelindo, which will use the stock code MORA, opens the IPO offering price in the range of Rp 368 - Rp 396 per share. Thus, the value of the initial public offering of shares is targeted to be as much as Rp 1.03 trillion. Also Read: Entering Bookbuilding, Jhonlin Agro Raya Offers Share Price in the Range of Rp 250-Rp 300 Moratelindo also held a share allocation program to employees of a maximum of 0.25% of the shares offered in the IPO or 6,526,200 shares. All funds obtained by Moratelindo from the IPO after deducting issuance costs, will be used around 85% for investment needs including but not limited to network expansion. Including backbone, lastmile, capacity upgrades, and passive infrastructure. Furthermore, around 15% will be used for working capital and general business activities of Moratelindo. In the IPO process, Moratelindo appointed BNI Sekuritas and Sucor Sekurits to act as underwriters. Moratelindo's IPO schedule: Initial offering period: 12-18 July 2022 Estimated effective date: 27 July 2022 Estimated public offering period: 29 July 2022 - 2 August 2022 Estimated allotment date: 2 August 2022 Estimated date of electronic distribution of shares: 3 August 2022 Estimated listing date on the Indonesia Stock Exchange: August 4, 2022 Also Read: IPO Events Are Still Crowded, Check Out Analyst's Advice For Investors Check News and Other Articles on Google News",15/Jul/2022 00:00:00,15/Jul/2022 18:32:40,"IPO, Moratelindo Open Offer Price Rp 368 - Rp 396 Per Share","[Moratelindo, Moratelindo, NAP, Moratelindo, Moratelindo, MORA, Moratelindo, Moratelindo, Moratelindo, Sekuritas, Sucor Sekurits, Moratelindo, the Indonesia Stock Exchange, Advice For Investors Check News and Other Articles on Google News],[]",https://investasi.kontan.co.id/news/ipo-moratelindo-buka-harga-penawaran-rp-368-rp-396-per-saham
"Reporter: Akhmad Suryahadi | Editor: Wahyu T. Rahmawati KONTAN.CO.ID - JAKARTA. The initial public offering (IPO) is still lively. As of July 8, 2022, there have been 25 companies listed on the Indonesia Stock Exchange. IDX noted that there are still 37 companies in the share listing pipeline. Director of Assessment of the Indonesia Stock Exchange I Gede Nyoman Yetna detailed that the list of companies in the IPO pipeline is dominated by medium-scale asset companies, namely 15 companies. Meanwhile, as many as nine companies are classified as small-scale assets and 13 companies are classified as large-scale assets. Based on sector, companies classified as primary consumer goods sector consist of nine companies. Followed by seven companies from the non-primary consumer goods sector, five companies from the transportation and logistics sector, and four companies from the infrastructure sector. Then, three companies came from the technology sector and one company from the property & real estate sector. Then, two companies including the raw goods sector, two health companies, two energy companies, and two companies from the industrial sector. Also Read: Private Placement FREN, Franky Widjaja Sinarmas Called Strategic Buyer MNC Sekuritas analyst Herditya Wicakasana assesses that the IPO celebration is expected to be lively. Although global market conditions are still not conducive due to the protracted Russia-Ukraine conflict, Indonesia's economic growth is likely to be better than the previous year. Plus, people's mobility can be said to be normal, it is hoped that purchasing power will also slowly improve so that the economy grows. ""On the other hand, the IPO can also aim to get prospective issuers to get cheap funds to expand,"" explained Herditya, Monday (11/7). Lucky Bayu Purnomo, Economist & Capital Market Practitioner, assessed that the market sentiment that drives the IPO in 2022 is still likely to be limited. Apart from the index which tends to be corrected, the market assesses that the economic condition of the country still needs to be given a stimulus. Later, this stimulus will have an impact on economic growth and the stock market. Read also: Two Prospective Central Bookbuilding Issuers, Utama Radar (RCCC) and Agung Menjangan (AMMS) Because it has been half a year, investors are also looking forward to the performance of companies that have IPOs in the last six months, especially those that conduct IPOs in early 2022. From the movement of a number of shares that have IPOs, investors gain experience to see how the potential of companies that IPO for this year are. “That's what makes IPO sentiments tend to be limited, not negative. Investors will tend to be selective,” explained Lucky when contacted by Kontan.co.id, Monday (11/7). So, when the market is volatile, Lucky advises investors to pay attention to blue chip stocks. The fundamental performance of blue chip issuers will be solid, especially issuers of commodities with derivatives of gold, coal and oil. Read also: Bank Muamalat to Hold IPO at the end of 2023 Lucky has a fairly bullish attitude towards commodity prices. For example, he projects that the price of this energy commodity will reach the level of US$ 500 per metric ton (MT) by the end of the year. Apart from the rainy season which hampered production, the market is also considering the inflation rate in the United States (US). ""So market players see commodities as an option,"" continued Lucky. For crude oil, he targets the price to reach US$ 125 per barrel and gold price to be at US$ 1,900 per ounce troy by the end of the year. Even if investors want to buy shares with an IPO, Lucky said there are three sectors that are quite sexy to observe, namely commodities, banking/finance, and basic industries. Meanwhile, according to Herditya, because big cap stocks currently tend to be depressed, investors can choose issuers that profit seasonally. ""As currently stocks are based on mining and energy,"" concluded Herditya. Check other News and Articles on Google News",15/Jul/2022 00:00:00,15/Jul/2022 18:32:40,"IPO Events Are Still Crowded, Hear Analyst's Advice For Investors","[the Indonesia Stock Exchange, IDX, the Indonesia Stock Exchange, the property & real, Sekuritas, Economist & Capital Market Practitioner, Bank Muamalat],[Advice For Investors]",https://investasi.kontan.co.id/news/gelaran-ipo-masih-ramai-simak-saran-analis-untuk-investor
"Reporter: Maizal Walfajri | Editor: Anna Suci Perwitasari KONTAN.CO.ID - JAKARTA. Despite having a public company status, PT Bank Muamalat Indonesia Tbk has not yet been listed on the Indonesia Stock Exchange (IDX). However, with the entry of the Hajj Financial Management Agency (BPKH) as the controlling shareholder, Bank Muamalat plans to hold an initial public offering (IPO) in 2023. “We have received requests from shareholders (BPKH) to conduct an IPO. We will do that at the end of 2023,"" said Bank Muamalat President Director Achmad K. Permana in Jakarta on Monday (11/7). He explained that this corporate plan has also been submitted to the Financial Services Authority (OJK). Because as part of the process of strengthening capital and the entry of BPKH as a shareholder. ""The IPO must be carried out after the corporate action (the entry of BPKH) that we did,"" added Permana. Also Read: Cooperating with Paper.id, Bank Muamalat Accelerates Digital Transformation for MSME Funding Just so you know, BPKH has officially become the controlling shareholder of Bank Muamalat since late 2021. At that time, BPKH received the transfer of shares through a grant from the previous controlling shareholders (PSP), namely the Islamic Development Bank (IsDB), Boubyan Bank, Atwill Holdings Limited, National Bank of Kuwait, IDF Investment Foundation, and BMF Holdings Limited. After that, Bank Muamalat continued to beautify itself by taking various strategic steps. Start with restructuring troubled assets by cooperating with PT Perusahaan Pengelola Asset (Persero) or PT PPA. Thus, PT PPA manages Bank Muamalat's low-quality assets of Rp 10 trillion. This made Bank Muamalat's gross non-performing financing (NPF) decrease to around 0.49% as of March 2022, down from 4.93% in March 2021. In line with that, BPKH also injected Rp 3 trillion of capital into Bank Muamalat. The details are Rp 1 trillion from the rights issue and Rp 2 trillion from the absorption of subordinated sukuk issued by the first Islamic bank in the country. This makes the core capital adequacy ratio (CAR) of Bank Muamalat soar 33.39% as of March 2022. Far from the position in March 2021 at the level of 15.06%. Check other News and Articles on Google News",15/Jul/2022 00:00:00,15/Jul/2022 18:32:40,Bank Muamalat Will Hold IPO at the End of 2023,"[PT Bank Muamalat, the Indonesia Stock Exchange, IDX, the Hajj Financial Management Agency, Bank Muamalat, Bank Muamalat, the Financial Services Authority, OJK, Bank Muamalat Accelerates Digital Transformation for MSME Funding, Bank Muamalat, the Islamic Development Bank, Boubyan Bank, Atwill Holdings Limited, National Bank of Kuwait, IDF Investment Foundation, BMF Holdings Limited, Bank Muamalat, PT Perusahaan Pengelola Asset, Bank Muamalat's, Bank Muamalat's, NPF, BPKH, Bank Muamalat, the first Islamic bank, CAR, Bank Muamalat],[]",https://keuangan.kontan.co.id/news/bank-muamalat-bakal-menggelar-ipo-di-akhir-2023
"Most stock markets in the Gulf ended higher on Tuesday, tracking oil prices and global shares as China eased some quarantine requirements for international arrivals which raised hopes for stronger growth and a revival in demand for commodities. China slashed the quarantine time for inbound travellers by half in a major easing of one of the world's strictest COVID-19 curbs, which have deterred cross-border travel and resulted in international flights running at just 2% of pre-pandemic levels. Saudi Arabia's benchmark index leapt 2.1%, buoyed by a 3.3% rise in oil behemoth Saudi Aramco and a 3.4% increase in the country's biggest lender Saudi National Bank. Oil prices, a key factor for the Gulf's financial markets, swung higher after China eased quarantine rules, with focus already on tight supply as G7 leaders agreed to study placing price caps on imports of Russian oil and gas. The energy index in the kingdom advanced 3.2%. Dubai's main share index added 1.1%, led by a 1.9% gain in Emirates NBD Bank and a 1.6% rise in sharia-compliant lender Dubai Islamic Bank. Dubai business park operator TECOM Group said on Monday it had raised 1.7 billion dirhams ($462.87 million) from investors via its initial public offering. Over the short term, the market remains supported by the success of Tecom's IPO, according to Fadi Reyad, market analyst at CAPEX.com. In Abu Dhabi, the equities finished 1.9% higher, with conglomerate International Holding climbing 2%, after its unit Alpha Dhabi Holding increased the stake in Aldar Properties and became the single-largest shareholder. Shares of Alpha Dhabi were 2.4% higher, while Aldar advanced 3.7%. The Qatari index closed 1.1% higher, driven by a 2.4% increase in the Gulf's biggest lender Qatar National Bank. Outside the Gulf, Egypt's blue-chip index slipped 0.8%, reaching its lowest since April 2020. The Egyptian bourse continued its slide as international investors' selling trend is still active said Reyad. ""The market could see some support when new IPOs are launched, attracting liquidity."" (Reporting by Ateeq Shariff in Bengaluru; Editing by Krishna Chandra Eluri) ",15/Jul/2022 00:00:00,15/Jul/2022 18:32:40,"Mideast Stocks: Most Gulf bourses gain, tracking oil, global shares","[Saudi National Bank, Emirates NBD Bank, Dubai Islamic Bank, TECOM Group, Tecom, CAPEX.com, International Holding, Alpha Dhabi Holding, Aldar Properties, Alpha Dhabi, Aldar, Qatar National Bank, Ateeq Shariff],[]",https://www.zawya.com/en/markets/equities/mideast-stocks-most-gulf-bourses-gain-tracking-oil-global-shares-dq56r7ge
