,publish_date,scraped_date,title,text,Companies,Country,link,Comments,update
4,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,A New Startup Is Trying To Change The Way Companies Price Their Ipos When They Go Public In The Midst Of The Ipo Drought," Companies Go Public And Make Initial Public Offerings More Transparent And Accessible Contrast With A Traditional Ipo, In Which A Company Bank To Market The Ipo, Gauge Interest From Large More Transparent System For Pricing Ipos The Current System Creates "," , Ipo ", ,https://www.businessinsider.com/clearingbid-startup-is-trying-to-change-how-companies-go-public-2022-10, , 
5,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Tracxn Technologies Ipo Closes Today Should You Invest , Technologies Share Sale Via Initial Public Offering Ipo Will Close Today Invest In Tracxn Technologies Ipo Domestic Brokerage Firm Swastika Avoid Rating For The Ipo Swastika Said That Religare Said Tracxn Technologies Ipo Price Band The Bangalore ," , Tracxn Technologies, Invest ", ,https://www.outlookindia.com/business/tracxn-technologies-ipo-closes-today-check-gmp-price-band-lot-size-ipo-dates-company-profile-investment-rational-and-other-details-here-news-229399, , 
6,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,"As Graphite And Graphene Demand Skyrockets, Graphjet Technology Tees Up Ipo"," Completion Of Graphjet S Ipo Is 1 49 Billion Approximately , Energem Consummated A 115 Million Initial Public Offering Of 11 5 Million Units Manager Of Energem S Initial Public Offering "," , ", ,https://www.altenergymag.com/news/2022/10/12/as-graphite-and-graphene-demand-skyrockets-graphjet-technology-tees-up-ipo/38273, , 
7,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Tripactions Raises 304 Million Amid Expectations Of Ipo Next Year, Stage Start Ups With The Ipo Market Shut Tripactions Has Reported Has Filed Confidentially For An Initial Public Offering Ipo That Could Happen As Early ," , Tripactions, Ipo ", ,https://www.travolution.com/news/tripactions-raises-304-million-amid-expectations-of-ipo-next-year/, , 
8,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Tracxn Technologies Ipo Subscribed 2 01 Times, On October 12 The Ipo Has Received Decent Response From Provider Tracxn Technologies Closed Its Initial Public Offering Ipo Today On October 12 47 Partial Exit Via The Ipo Tracxn Also Reported A At Choice Broking The Ipo Will Be Entirely An Offer ," , Tracxn Technologies ", ,https://www.businessinsider.in/stock-market/news/tracxn-technologies-ipo-subscribed-2-01-times/articleshow/94815261.cms, , 
9,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Will Alopexx Alpx Stock Be The Next Hot Ipo ," Stage Biotechnology Company Held Its Initial Public Offering Today The Company Has A Infections As Part Of Its Ipo, Alopexx Is Expected To Raise "," , ", ,https://investorplace.com/2022/10/will-alopexx-alpx-stock-be-the-next-hot-ipo/, , 
10,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Franklin Templeton Puts Hidroelectrica S Single Market Ipo On The Fp Shareholder Meeting Agenda, Producer Hidroelectrica Will Have Its Initial Public Offering By The End Of June ," , ", ,https://www.romania-insider.com/franklin-templeton-hidroelectrica-ipo-shareholders-agenda, , 
11,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Mao Shi Jade Jewelry Files For Ipo, Ltd Has Filed For An Initial Public Offering Shares Are Expected To Be ," Ltd , ", ,https://www.marketwatch.com/story/mao-shi-jade-jewelry-files-for-ipo-271665591206?mod=markets, , 
12,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Betamek S Ipo Oversubscribed By 17 06 Times, S Public Portion Of Its Initial Public Offering Ipo Has Been Oversubscribed By 17 Oversubscription Of The Company S Ipo Indicates The Public S Confidence And Placement Agent For The Ipo Exercise ," , Betamek ", ,https://www.thestar.com.my/business/business-news/2022/10/12/betameks-ipo-oversubscribed-by-1706-times, , 
13,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Infomina Inks Underwriting Agreement With M A Securities For Ace Market Ipo," And Placement Agent For Its Initial Public Offering Ipo On Bursa Malaysia S Ace Presence, He Said Infomina S Ipo Involves A Public Issue Of "," , M A Securities For Ace Market ", ,https://www.malaymail.com/news/money/2022/10/12/infomina-inks-underwriting-agreement-with-ma-securities-for-ace-market-ipo/33234, , 
14,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Arabian Drilling Draws 43 Billion In Orders For Riyadh Ipo," Billion In Orders For Its Initial Public Offering, Underscoring The Strong Investor For Institutional Investors The Ipo Opens For Retail Investors On Been A Bright Spot For Ipos In 2022, A Year Orders For 1 Billion Ipo Arabian Drilling S Offering Was "," , ", ,https://www.bnnbloomberg.ca/arabian-drilling-draws-43-billion-in-orders-for-riyadh-ipo-1.1831241, , 
15,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Tracxn Technologies Ipo Check Gmp And Subscription Status On The Last Day Of The Subscription,The Initial Public Offering Ipo Of Tracxn Technologies Was Fully ," , Tracxn Technologies ", ,https://www.livemint.com/market/tracxn-technologies-ipo-gmp-subscription-status-on-last-day-of-the-issue-11665540158673.html, , 
16,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Chip Firm Socionext Soars In Tokyo Debut After Japan S Biggest 2022 Ipo," After Completing Japan S Largest Initial Public Offering This Year, Defying Recent Investor The Marketed Range In An Ipo That Was Upsized To 66 "," , Socionext ", ,https://www.japantimes.co.jp/news/2022/10/12/business/corporate-business/socionext-ipo-chipmakers/, , 
17,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Why Geregu Listed By Way Of Introduction And Not By Ipo," Prefer An Initial Public Offer Ipo During The Listing, Where New From One Investor To Another Ipo Listing Is A Bit Cumbersome If You Are Investing In Ipo Shares Read The Listing Document "," , ", ,https://nairametrics.com/2022/10/12/why-geregu-listed-by-way-of-introduction-and-not-by-ipo/, , 
18,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Socionext Defies Chip Slump With Japan S Biggest Ipo This Year," Tokyo S Biggest Initial Public Offering Of The Year So Far At Aequitas Research Who Covers Ipos In Asia He Pointed Both Semiconductor Stocks And Japanese Ipos The Philadelphia Semiconductor Index To The Headwinds, Recent Ipos In Japan Do Not Have "," , ", ,https://www.saltwire.com/cape-breton/business/socionext-defies-chip-slump-with-japans-biggest-ipo-this-year-100782569/, , 
19,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Arabian Drilling Set To Raise Over 700Mln In Ipo," Tuesday It Will Price Its Initial Public Offering At 100 Riyals A Share Latest In A String Of Ipos From The Gulf That Has , Bookrunners And Underwriters For The Ipo 1 3 7575 Riyals Reporting "," , Ipo ", ,https://www.zawya.com/en/markets/equities/arabian-drilling-set-to-raise-over-700mln-in-ipo-arqqywzo, , 
20,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Tracxn Technologies Ipo Sails Through On Day 3,The Initial Public Offering Ipo Of Tracxn Technologies Ttl Managed ," , Tracxn Technologies ", ,https://economictimes.indiatimes.com/markets/ipos/fpos/tracxn-technologies-ipo-subscribed-78-on-day-3-last-day-to-bid-for-issue/articleshow/94806712.cms, , 
21,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Chip Firm Socionext To Debut In Tokyo After Japan S Biggest 2022 Ipo," Completing Japan S Largest Initial Public Offering This Year, Defying Recent Investor "," , ", ,https://www.digitimes.com/news/a20221012VL204/ipo-socionext.html, , 
22,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Prime Infra Ipo Postponed," Said On Monday The Initial Public Offering Ipo Of Prime Infrastructure Capital Forum The Earliest An Ipo For Prime Infrastructure Could In Philippine Filings, Ipo Prices Are Typically Set Infrastructure Planned To Use Ipo Proceeds To Finance Its "," , ", ,https://www.manilatimes.net/2022/10/12/business/corporate-news/prime-infra-ipo-postponed/1861889, , 
23,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,"Tracxn Technologies Ipo Gmp, Subscription, Review Should You Buy On Last Day "," The Three Day Initial Public Offering Ipo Of Tracxn Technologies Crore Tracxn Technologies Ipo Subscription Status Investors Have Of Reasons Tracxn Technologies Ipo Financials On The 20, 2022 Tracxn Technologies Ipo Should You Subscribe Swastika "," , Tracxn Technologies, Subscription, Review ", ,https://www.news18.com/news/business/markets/tracxn-technologies-ipo-gmp-subscription-review-should-you-buy-on-last-day-6148663.html, , 
24,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Explorers Podcast Taiton S Ipo Aims To Raise 10M Before Listing In November," Which Have Proven Mineralisation The Initial Public Offering Is To Issue A Minimum 7,000,000 Under The Ipo Has Been Underwritten On Mobile "," , ", ,https://stockhead.com.au/resources/explorers-podcast-taitons-ipo-aims-to-raise-10m-before-listing-in-november/, , 
25,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,"Electronics Mart India Ipo Allotment Check Today S Gmp, Direct Links"," To Electronics Mart India Ipo Will Get Their Share Equities Ipos Ipo Login Jsp How To Market Analysts, Electronics Mart India Initial Public Offering Ipo Shares Could Make A Electronics Mart India Ipo Details The Ipo Consists Of A Fresh "," Mart India , Gmp ", ,https://zeenews.india.com/markets/electronics-mart-india-ipo-allotment-check-todays-gmp-direct-links-to-see-allotment-status-2520824.html, , 
26,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Ruto Seeks To Surpass Kibaki With 10 Nairobi Bourse Ipos," Bring To The Bourse Through Initial Public Offerings Ipos Between Six And 10 The Government Was The Safaricom Ipo In 2008, Meaning That We Had Started Our Ipo Preparation In 2007, And We Just Before Our Ipo In 2008 The Ipo Raised Remarkably Over "," , ", ,https://www.businessdailyafrica.com/bd/markets/capital-markets/ruto-seeks-to-surpass-kibaki-with-10-nairobi-bourse-ipos-3981866, , 
27,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,"Tracxn Technologies Ipo Closes Today Check Today S Gmp, Subscription, Listing"," New Delhi The Initial Public Offering Ipo Of Market Intelligence Market Analysts, Tracxn Technologies Initial Public Offering Ipo Share Allotment Could Happen 20, 2022 Tracxn Technologies Ipo Of Up To 3, The Price Band, The Ipo Is Expected To Garner "," , Ipo, Gmp ", ,https://ipo.einnews.com/article/595458262/bjQfOcNZcpGP5oTT?ref=rss&ecode=cpCdwuL2w4azHHGe, , 
28,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Electronics Mart India Ipo Here S How You Can Check The Allotment Status," Allotment Status Today The Ipo Has Witnessed Good Demand From Volatile Market Conditions The Ipo Will Be Listed On October Of Its Initial Public Offering Ipo Today, October 12 The Ipo Opened For To Electronics Mart India Ipo Allotment Status On Stock "," , ", ,https://www.businessinsider.in/stock-market/news/electronics-mart-india-ipo-heres-how-you-can-check-the-allotment-status/articleshow/94796701.cms, , 
29,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Chip Firm Socionext To Debut In Tokyo After Japan S Biggest 2022 Ipo," Tokyo After Japan S Largest Initial Public Offering This Year, Testing Appetite For The Marketed Range In An Ipo That Was Upsized To 66 In A Weak Market For Ipos In Japan, Where Proceeds Slumped Show Demand For Socionext S Ipo Seems To Have Been Strong "," , ", ,https://www.bnnbloomberg.ca/chip-firm-socionext-to-debut-in-tokyo-after-japan-s-biggest-2022-ipo-1.1831159, , 
30,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28, Betamek S Ipo Oversubscribed By 17 06 Times ,"Kuala Lumpur Ace Market Bound Betamek Bhd S Public Portion Of Its Initial Public Offering Ipo Has Been Oversubscribed By 17 06 Times The Electronic Manufacturing Services Ems , In A Statement, Said A Total Of 6,682 Applications Seeking 406 31 Million New Ordinary Shares Were Received For The 22 5 Million Shares Made Available For Application By The Malaysian Public The Bumiputera Portion Was Oversubscribed By 9 49 Times, With 3,032 Applications For 117 97 Million Shares Received For The Public Portion, A Total Of 3,650 Applications For 288 33 Million Shares Were Received, Representing An Oversubscription Rate Of 24 63 Times Meanwhile, The 13 5 Million Shares For Its Eligible Directors, Employees And Persons Who Have Contributed To The Success Of Betamek Group Have Also Been Fully Subscribed In Addition, Its Placement Agent Has Confirmed That 76 5 Million Shares Made Available For Application By Way Of Private Placement To Selected Investors Have Been Fully Placed Out Managing Director Mirzan Mahathir Said The Oversubscription Of The Company S Ipo Indicates The Public S Confidence In Its Over 30 Years Of Track Record In The Automotive Ems Industry In Malaysia This Is An Encouraging Sign As We Embark On Our Next Stage Of Growth As A Public Listed Company We Believe That Our Prospects In The Automotive Ems Industry Are Favourable, Taking Into Account The Recovery And Long Term Growth Of The Automotive Industry, The Sales Target Of Our Customer, Our Competitive Strengths And Our Business Strategies, He Said Under The Listing Exercise, Betamek Is Expected To Raise Rm33 75Mil From Its Public Issue Of 67 5 Million Shares At An Issue Price Of 50 Sen Per Share The Listing Also Includes An Offer For Sale Of 45 Million Existing Shares To Selected Investors By Way Of Private Placement Based On The Enlarged Share Capital Of 450 Million Shares, The Total Market Capitalisation Of Betamek Upon Its Listing Would Be Rm225Mil Betamek Is Expected To Be Listed On Oct 26 M A Securities Sdn Bhd Is The Adviser, Sponsor, Underwriter And Placement Agent For The Ipo Exercise "," Ace Market , Ipo, Ems, The Malaysian Public, Betamek Group, Ems, Ems, M A , ", ,https://www.thestar.com.my/business/business-news/2022/10/12/betameks-ipo-oversubscribed-by-1706-times, , 
31,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,American Express Global Business Travel Announces Completion Of Exchange Offer And Consent Solicitation And Notice To Exercise Right To Exchange Remaining Outstanding Warrants," New York, October 12, 2022 Business Wire Global Business Travel Group, Inc The Company Or Amex Gbt Nyse Gbtg , The World S Leading B2B Travel Platform, Today Announced The Completion Of Its Previously Announced Exchange Offer The Offer And Consent Solicitation The Consent Solicitation Relating To Its Outstanding Warrants, Consisting Of I The Warrants Sold As Part Of The Units In Apollo Strategic Growth Capital S Initial Public Offering On October 6, 2020 Ipo The Public Warrants And Ii The Warrants Sold As Part Of The Units In A Private Placement That Occurred Simultaneously With The Ipo Together With The Public Warrants, The Warrants , Each Whole Warrant Exercisable For One Share Of Class A Common Stock, 0 0001 Par Value Per Share Class A Common Stock , Of The Company, At An Exercise Price Of 11 50 Per Share With The Completion Of The Offer And Consent Solicitation, Amex Gbt Has Increased The Number Of Shares Of Common Stock Available For Trading And, Following The Exchange Of Untendered Warrants Described Below, Will Have Eliminated All Of The Warrants And Simplified The Company S Capital Structure Holders Of The Warrants That Were Tendered Prior To The Expiration Of The Offer And Consent Solicitation Received 0 275 Shares Of Class A Common Stock In Exchange For Each Warrant Tendered The Company Issued 10,444,363 Shares Of Class A Common Stock In Exchange For The Warrants Tendered In The Offer The Company Also Entered Into The Related Amendment To The Warrant Agreement Governing The Warrants The Warrant Amendment The Company Announced That It Will Exercise Its Right, In Accordance With The Terms Of The Warrant Amendment, To Acquire And Retire All Remaining Untendered Warrants In Exchange For Class A Common Stock At An Exchange Ratio Of 0 2475 Shares Of Class A Common Stock For Each Untendered Warrant The Company Has Fixed The Date For Such Exchange As October 27, 2022 Following Such Exchange, No Warrants Will Remain Outstanding Bofa Securities Was The Dealer Manager For The Offer And Consent Solicitation D F King Co , Inc Served As The Information Agent For The Offer And Consent Solicitation, And Continental Stock Transfer Trust Company Served As The Exchange Agent About American Express Global Business Travel American Express Global Business Travel Is The World S Leading B2B Travel Platform, Providing Software And Services To Manage Travel, Expenses, And Meetings Events For Companies Of All Sizes We Have Built The Most Valuable Marketplace In B2B Travel To Deliver Unrivalled Choice, Value And Experiences With Travel Professionals In More Than 140 Countries, Our Customers And Travelers Enjoy The Powerful Backing Of American Express Global Business Travel Visit Amexglobalbusinesstravel Com For More Information About Gbtg Follow Amexgbt On Twitter, Linkedin And Instagram No Offer Or Solicitation This Press Release Shall Not Constitute An Offer To Exchange Or The Solicitation Of An Offer To Exchange Or The Solicitation Of An Offer To Purchase Any Securities, Nor Shall There Be Any Exchange Or Sale Of Securities In Any Jurisdiction In Which Such Offer, Solicitation Or Sale Would Be Unlawful Prior To Registration Or Qualification Under The Securities Laws Of Any Such Jurisdiction A Registration Statement On Form S 4 Relating To The Securities To Be Issued In The Offer Was Filed With The Sec And Was Declared Effective On October 3, 2022 The Offer And Consent Solicitation Were Made Only Pursuant To The Terms And Conditions Of The Prospectus Offer To Exchange And Related Letter Of Transmittal And Consent Cautionary Note Regarding Forward Looking Statements Certain Statements Made In This Press Release Are Forward Looking Statements Within The Meaning Of Section 27A Of The Securities Act And Section 21E Of The Exchange Act Forward Looking Statements Made In Connection With The Exchange Offer And Consent Solicitation Are Not Within The Safe Harbors Provided By The Private Securities Litigation Reform Act Of 1995 Forward Looking Statements Provide Our Current Expectations Or Forecasts Of Future Events Forward Looking Statements Include Statements About Our Expectations, Beliefs, Plans, Objectives, Intentions, Assumptions And Other Statements That Are Not Historical Facts Words Such As Estimates, Projected, Expects, Estimated, Anticipates, Suggests, Projects, Forecasts, Plans, Intends, Believes, Seeks, May, Will, Would, Should, Could, Future, Propose, Target, Goal, Objective, Outlook And Variations Of These Words Or Similar Expressions Or The Negative Versions Of Such Words Or Expressions Are Intended To Identify Forward Looking Statements These Forward Looking Statements Are Not Guarantees Of Future Performance, Conditions Or Results, And Involve A Number Of Known And Unknown Risks, Uncertainties, Assumptions And Other Important Factors, Many Of Which Are Outside The Control Of The Parties, That Could Cause Actual Results Or Outcomes To Differ Materially From Those Discussed In The Forward Looking Statements Important Factors, Among Others, That May Affect Actual Results Or Outcomes Include 1 Changes To Projected Financial Information Or Our Ability To Achieve Our Anticipated Growth Rate And Execute On Market Opportunities 2 Our Ability To Maintain Our Existing Relationships With Customers And Suppliers And To Compete With Existing And New Competitors In Existing And New Markets And Offerings 3 Various Conflicts Of Interest That Could Arise Among Us, Affiliates And Investors 4 Our Success In Retaining Or Recruiting, Or Changes Required In, Our Officers, Key Employees Or Directors 5 Intense Competition And Competitive Pressures From Other Companies In The Industry In Which We Operate 6 Factors Relating To Our Business, Operations And Financial Performance, Including Market Conditions And Global And Economic Factors Beyond Our Control 7 The Impact Of The Covid 19 Pandemic, Russia S Invasion Of Ukraine And Related Changes In Base Interest Rates, Inflation And Significant Market Volatility On Our Business, The Travel Industry, Travel Trends And The Global Economy Generally 8 The Sufficiency Of Our Cash, Cash Equivalents And Investments To Meet Our Liquidity Needs 9 The Effect Of A Prolonged Or Substantial Decrease In Global Travel On The Global Travel Industry 10 Political, Social And Macroeconomic Conditions Including The Widespread Adoption Of Teleconference And Virtual Meeting Technologies Which Could Reduce The Number Of In Person Business Meetings And Demand For Travel And Our Services 11 The Effect Of Legal, Tax And Regulatory Changes And 12 Other Factors Detailed Under The Section Entitled Risk Factors In The Prospectus Offer To Exchange The Forward Looking Statements Contained In This Press Release Are Based On Our Current Expectations And Beliefs Concerning Future Developments And Their Potential Effects On Us There Can Be No Assurance That Future Developments Affecting Us Will Be Those That We Have Anticipated These Forward Looking Statements Involve A Number Of Risks, Uncertainties Some Of Which Are Beyond Our Control Or Other Assumptions That May Cause Actual Results Or Performance To Be Materially Different From Those Expressed Or Implied By These Forward Looking Statements These Risks And Uncertainties Include, But Are Not Limited To, Those Factors Described Under The Heading Risk Factors In The Prospectus Offer To Exchange Should One Or More Of These Risks Or Uncertainties Materialize, Or Should Any Of Our Assumptions Prove Incorrect, Actual Results May Vary In Material Respects From Those Projected In These Forward Looking Statements We Undertake No Obligation To Update Or Revise Any Forward Looking Statements, Whether As A Result Of New Information, Future Events Or Otherwise, Except As May Be Required Under Applicable Securities Laws View Source Version On Businesswire Com Https Www Businesswire Com News Home 20221012006046 En Source Global Business Travel Group, Inc Img Alt Src Https Cts Businesswire Com Ct Ct Id Bwnews Sty 20221012006046R1 Sid Cmtx6 Distro Nx Lang En Style Width 0 Height 0 Comtex 416493093 1006 2022 10 12T17 00 00 Copyright Business Wire 2022 "," Global Business Travel Group, Inc , Amex, Nyse, Gbtg, The Consent Solicitation, Apollo Strategic Growth Capital S, The Public Warrants, The Public Warrants, Company, Offer And Consent Solicitation, Amex, Company, Class A Common Stock, Class A Common Stock In Exchange, Offer, Class A Common Stock, Class A Common Stock, Company, D F King Co , Inc , Continental Stock Transfer Trust Company, American Express Global Business Travel American Express Global Business Travel, American Express Global Business Travel, Linkedin, Instagram, Form S 4, Offer, Sec, The Private Securities Litigation Reform Act, Prospectus Offer To Exchange, Prospectus Offer To Exchange, Global Business Travel Group, Inc , Alt , American Express Global Business Travel Announces Completion Of Exchange Offer ", ,https://futures.tradingcharts.com/news/futures/American_Express_Global_Business_Travel_Announces_Completion_of_Exchange_Offer_and_Consent_Solicitation_and_Notice_to_Exercise_Right_to_Exchange_Remaining_Outstanding_Warrants_416493093.html, , 
