text,publish_date,scraped_date,title,Companies,link
"MEXICO CITY, July 18 (Reuters) - (This July 18 story corrects spelling of name in paragraph 7)Mexico’s tech startups may be enjoying a boom, but its top stars are unlikely to list on the country’s own stock market, the national exchange’s chief executive told Reuters in an interview last week.Mexican startups like Stori and Kavak helped raise a record $3 billion last year, according to entrepreneur group Endeavour, but getting Mexican startups to list locally - even in a bull market - will be a tall order, said Jose Oriol Bosch, CEO of Bolsa Mexicana de Valores SAB de CV (BOLSAA.MX).Register now for FREE unlimited access to Reuters.comRegister“It would have been a disaster if one of the Mexican unicorns had listed here,” he said. “(Investors) wouldn’t pay the valuation multiples that they end up paying on the Nasdaq.”He added, “If I were a unicorn (founder) … I would also go (to the U.S).”His comments come as the Mexican exchange, Latin America’s second-largest national stock market, faces a shortage of new stock offerings, having failed to host a single IPO since 2017, as well as seeing a string of recent delistings such as Aeromexico.“It worries me and it occupies my time,” said Oriol, adding however that the problems faced by Mexico’s exchange are largely structural and broadly “out of our hands.”Oriol isn’t alone - a lack of tech IPOs has plagued larger markets like London, too, with U.S. market valuations and private equity buyouts pulling home-grown startups elsewhere, especially pre-profit companies.Brazilian tech startups like Nubank have also chased the allure of the United States.In an effort to attract Mexico’s startups, Oriol said the exchange is now focusing on boosting retail investor demand via a financial education push on social media and a museum dedicated to the 100-year history of the exchange.The administration of President Andres Lopez Obrador has also offered tax breaks for founders that IPO locally, although Oriol acknowledged this has so far proven ineffective.A consortium of four Latin American national exchanges, MILA, which Mexico joined in 2014, also initially offered hope, but “hasn’t worked” in bolstering local markets, Oriol said.Still, the ex JP-Morgan director argues that the equities market is a marginal part of the exchange’s business, which has enjoyed record annual revenues for several consecutive years from its debt-raising products and information services.The exchange, which is itself publicly listed, is also keen to be seen as a leader in technology, and its low debt record makes a major acquisition in the near-term viable.“We’re in a good position and open to look for growth,” said Oriol.Nonetheless, as a public company, the exchange is also susceptible to market volatility. Its shares are down 18% over the past year compared with a 6.3% drop in the benchmark index.The exchange did not offer any comment on its falling share price.It may, however, need to answer to investors, who want to see exchanges worldwide attract new listings to avoid them resembling museums themselves.Register now for FREE unlimited access to Reuters.comRegisterReporting by Isabel Woodford, Editing by Christian Plumb and Nick ZieminskiOur Standards: The Thomson Reuters Trust Principles.",19/Jul/2022 00:00:00,20/Jul/2022 14:34:08,"Mexico's unicorns unlikely to IPO locally, says Mexican exchange CEO","[Reuters, Reuters, Endeavour, FREE, Nasdaq, Oriol, Mexico’s, Oriol, Oriol, Oriol, JP-Morgan, Oriol, FREE, Christian Plumb, Nick ZieminskiOur Standards, The Thomson Reuters Trust Principles],[]",https://www.reuters.com/article/idUSKBN2OT0MS
"MEXICO CITY, July 18 (Reuters) - (This July 18 story corrects spelling of name in paragraph 7)Mexico’s tech startups may be enjoying a boom, but its top stars are unlikely to list on the country’s own stock market, the national exchange’s chief executive told Reuters in an interview last week.Mexican startups like Stori and Kavak helped raise a record $3 billion last year, according to entrepreneur group Endeavour, but getting Mexican startups to list locally - even in a bull market - will be a tall order, said Jose Oriol Bosch, CEO of Bolsa Mexicana de Valores SAB de CV (BOLSAA.MX).Register now for FREE unlimited access to Reuters.comRegister“It would have been a disaster if one of the Mexican unicorns had listed here,” he said. “(Investors) wouldn’t pay the valuation multiples that they end up paying on the Nasdaq.”He added, “If I were a unicorn (founder) … I would also go (to the U.S).”His comments come as the Mexican exchange, Latin America’s second-largest national stock market, faces a shortage of new stock offerings, having failed to host a single IPO since 2017, as well as seeing a string of recent delistings such as Aeromexico.“It worries me and it occupies my time,” said Oriol, adding however that the problems faced by Mexico’s exchange are largely structural and broadly “out of our hands.”Oriol isn’t alone - a lack of tech IPOs has plagued larger markets like London, too, with U.S. market valuations and private equity buyouts pulling home-grown startups elsewhere, especially pre-profit companies.Brazilian tech startups like Nubank have also chased the allure of the United States.In an effort to attract Mexico’s startups, Oriol said the exchange is now focusing on boosting retail investor demand via a financial education push on social media and a museum dedicated to the 100-year history of the exchange.The administration of President Andres Lopez Obrador has also offered tax breaks for founders that IPO locally, although Oriol acknowledged this has so far proven ineffective.A consortium of four Latin American national exchanges, MILA, which Mexico joined in 2014, also initially offered hope, but “hasn’t worked” in bolstering local markets, Oriol said.Still, the ex JP-Morgan director argues that the equities market is a marginal part of the exchange’s business, which has enjoyed record annual revenues for several consecutive years from its debt-raising products and information services.The exchange, which is itself publicly listed, is also keen to be seen as a leader in technology, and its low debt record makes a major acquisition in the near-term viable.“We’re in a good position and open to look for growth,” said Oriol.Nonetheless, as a public company, the exchange is also susceptible to market volatility. Its shares are down 18% over the past year compared with a 6.3% drop in the benchmark index.The exchange did not offer any comment on its falling share price.It may, however, need to answer to investors, who want to see exchanges worldwide attract new listings to avoid them resembling museums themselves.Register now for FREE unlimited access to Reuters.comRegisterReporting by Isabel Woodford, Editing by Christian Plumb and Nick ZieminskiOur Standards: The Thomson Reuters Trust Principles.",19/Jul/2022 00:00:00,20/Jul/2022 14:34:08,"Mexico's unicorns unlikely to IPO locally, says Mexican exchange CEO","[Reuters, Reuters, Endeavour, FREE, Nasdaq, Oriol, Mexico’s, Oriol, Oriol, Oriol, JP-Morgan, Oriol, FREE, Christian Plumb, Nick ZieminskiOur Standards, The Thomson Reuters Trust Principles],[]",https://www.reuters.com/article/idUSL1N2YX059
"July 19 (Reuters) - Chinese authorities are preparing to impose a fine of more than $1 billion on ride-hailing firm Didi Global , people familiar with the matter said on Tuesday, a move that could bring an end to a probe into the firm's cybersecurity practices.The people said the fine would be more than 8 billion yuan ($1.28 billion), accounting for about 4.7% of Didi's $27.3 billion total revenue last year. They declined to be identified as the information was not yet made public.The Wall Street Journal first reported the potential size of the fine earlier on Tuesday.Register now for FREE unlimited access to Reuters.comRegisterThe ride-hailing firm did not immediately respond to a Reuters request for comment.Didi's fine would be the largest regulatory penalty imposed on a Chinese tech company since e-commerce titan Alibaba Group (9988.HK) and delivery giant Meituan (3690.HK) were fined $2.75 billion and $527 million respectively last year by China's antitrust regulator.Alibaba's fine equated to about 4% of its 2019 domestic sales, while Meituan's was equivalent to 3% of its 2020 domestic sales.Didi's penalty could pave the way for Beijing to ease a restriction banning it from adding new users to its platform and allow its apps to be restored on domestic app stores.Didi, co-founded in 2012 by former Alibaba employee Will Wei Cheng and backed by SoftBank Group (9984.T) and Uber Technologies (UBER.N), previously set aside 10 billion yuan for a potential fine, Reuters previously reported.1/2The Didi logo is seen on the facade of the company headquarters in Beijing, China November 9, 2021. Picture taken November 9, 2021. REUTERS/Yilei SunRead MoreThe company has struggled to bring its business back to normal after angering Chinese regulators by pushing ahead with its $4.4 billion New York listing in June 2021 despite being asked to put the float on hold.Days after Didi went public, China's powerful internet watchdog, the Cyberspace Administration of China, launched a cybersecurity probe into the company's data practices and ordered app stores to remove 25 mobile apps operated by Didi.The restrictions have chipping away at Didi's dominance and allowed rival ride-hailing services operated by automakers Geely (GEELY.UL) and SAIC Motor (600104.SS) to gain market share.The company announced it would delist from the New York Stock Exchange in December, and won its shareholders' nod for the plan in May.  read more Shares of Didi soared in their initial public offering (IPO), giving the company a valuation of $80 billion. It was the biggest U.S. listing by a Chinese firm since 2014.Besides Didi, the CAC also launched cybersecurity reviews of Full Truck Alliance (YMM.N) and online recruitment firm Kanzhun Ltd July 2021.Kanzhun and Full Truck Alliance said on June 29 the regulator had given their apps the go-ahead to resume new user registrations.  read more ($1 = 6.7405 Chinese yuan renminbi)Register now for FREE unlimited access to Reuters.comRegisterReporting by Julie Zhu and Xie Yu in Hong Kong; Yingzhi Yang in Beijing and Nivedita Balu in Bengaluru; Editing by Aditya Soni and Edmund BlairOur Standards: The Thomson Reuters Trust Principles.",19/Jul/2022 00:00:00,20/Jul/2022 14:34:08,"China to fine Didi more than $1 billion for data breaches, sources say","[Reuters, The Wall Street Journal, FREE, Reuters, Alibaba Group, Meituan, SoftBank Group, Uber Technologies, Reuters, REUTERS/Yilei SunRead MoreThe, the Cyberspace Administration of China, SAIC Motor, the New York Stock Exchange, CAC, Full Truck Alliance, Kanzhun Ltd, Full Truck Alliance, FREE, The Thomson Reuters Trust Principles],[]",https://www.reuters.com/article/idUSKBN2OU0QD
"MEXICO CITY, July 18 (Reuters) - (This July 18 story corrects spelling of name in paragraph 7)Mexico’s tech startups may be enjoying a boom, but its top stars are unlikely to list on the country’s own stock market, the national exchange’s chief executive told Reuters in an interview last week.Mexican startups like Stori and Kavak helped raise a record $3 billion last year, according to entrepreneur group Endeavour, but getting Mexican startups to list locally - even in a bull market - will be a tall order, said Jose Oriol Bosch, CEO of Bolsa Mexicana de Valores SAB de CV (BOLSAA.MX).Register now for FREE unlimited access to Reuters.comRegister“It would have been a disaster if one of the Mexican unicorns had listed here,” he said. “(Investors) wouldn’t pay the valuation multiples that they end up paying on the Nasdaq.”He added, “If I were a unicorn (founder) … I would also go (to the U.S).”His comments come as the Mexican exchange, Latin America’s second-largest national stock market, faces a shortage of new stock offerings, having failed to host a single IPO since 2017, as well as seeing a string of recent delistings such as Aeromexico.“It worries me and it occupies my time,” said Oriol, adding however that the problems faced by Mexico’s exchange are largely structural and broadly “out of our hands.”Oriol isn’t alone - a lack of tech IPOs has plagued larger markets like London, too, with U.S. market valuations and private equity buyouts pulling home-grown startups elsewhere, especially pre-profit companies.Brazilian tech startups like Nubank have also chased the allure of the United States.In an effort to attract Mexico’s startups, Oriol said the exchange is now focusing on boosting retail investor demand via a financial education push on social media and a museum dedicated to the 100-year history of the exchange.The administration of President Andres Lopez Obrador has also offered tax breaks for founders that IPO locally, although Oriol acknowledged this has so far proven ineffective.A consortium of four Latin American national exchanges, MILA, which Mexico joined in 2014, also initially offered hope, but “hasn’t worked” in bolstering local markets, Oriol said.Still, the ex JP-Morgan director argues that the equities market is a marginal part of the exchange’s business, which has enjoyed record annual revenues for several consecutive years from its debt-raising products and information services.The exchange, which is itself publicly listed, is also keen to be seen as a leader in technology, and its low debt record makes a major acquisition in the near-term viable.“We’re in a good position and open to look for growth,” said Oriol.Nonetheless, as a public company, the exchange is also susceptible to market volatility. Its shares are down 18% over the past year compared with a 6.3% drop in the benchmark index.The exchange did not offer any comment on its falling share price.It may, however, need to answer to investors, who want to see exchanges worldwide attract new listings to avoid them resembling museums themselves.Register now for FREE unlimited access to Reuters.comRegisterReporting by Isabel Woodford, Editing by Christian Plumb and Nick ZieminskiOur Standards: The Thomson Reuters Trust Principles.",19/Jul/2022 00:00:00,20/Jul/2022 14:34:08,"Mexico's unicorns unlikely to IPO locally, says Mexican exchange CEO","[Reuters, Reuters, Endeavour, FREE, Nasdaq, Oriol, Mexico’s, Oriol, Oriol, Oriol, JP-Morgan, Oriol, FREE, Christian Plumb, Nick ZieminskiOur Standards, The Thomson Reuters Trust Principles],[]",https://www.reuters.com/article/idUSL1N2YX059
"July 7 (Reuters) - Binance.US, the U.S. partner of the world's largest cryptocurrency exchange, named former PayPal Holdings executive Jasmine Lee as its chief financial officer on Thursday.Lee most recently served as the CFO and chief operating officer of investing application Acorns. Before that, she spent eight years at PayPal (PYPL.O) in top executive roles.Her appointment comes at a time when investors have been dumping digital assets on fears that aggressive interest rate hikes from global central banks would spark an economic slowdown.Register now for FREE unlimited access to Reuters.comRegisterThe crypto industry has also been in the crosshairs of regulators who worry that the meltdown in the volatile market could hit the broader financial sector. That has prompted a push for more rules on the largely unregulated industry.  read more ""Her experience at Paypal ... will be invaluable as we chart our path to an IPO in the coming years,"" said Chief Executive Brian Shroder in a statement.Lee replaces interim CFO Eric Segal, who had held the role since October and has now left the company, the Wall Street Journal reported, citing a company spokesman.Launched in 2019, Binance.US had fetched a pre-money valuation of $4.5 billion in April when it raised $200 million in a funding round.  read more Last year, the company's former chief executive Brian Brooks resigned just three months after taking up the role.Register now for FREE unlimited access to Reuters.comRegisterReporting by Manya Saini in Bengaluru; Editing by Aditya SoniOur Standards: The Thomson Reuters Trust Principles.",19/Jul/2022 00:00:00,20/Jul/2022 14:34:08,Crypto exchange Binance.US hires former PayPal executive as CFO,"[Reuters, PayPal Holdings, CFO, PayPal, FREE, the Wall Street Journal, FREE, The Thomson Reuters Trust Principles],[PayPal, CFO]",https://www.reuters.com/article/idUSL4N2YO2LQ
"ABUJA, July 19 (Reuters) - State-run Nigerian National Petroleum Corp will be ready to launch an initial public offering (IPO) in the middle of next year, its group CEO said on Tuesday after the firm formally became a commercial company known as NNPC Ltd.""We are convinced that by the middle of next year, this company will be IPO ready, which means that you have the system, processes, and a company that is accountable to its stakeholders and shareholders,"" Mele Kyari told reporters in Abuja.As a commercial entity, NNPC Ltd will no longer have recourse to state funds. Its shares and assets, including oil blocs and refineries are now held by the ministries of petroleum and finance.NNPC Ltd operates joint production ventures with Western oil majors but anti-corruption campaigners have long asked for the company to be more transparent, calling for the publication of its crude contracts and a statement of accounts.Junior petroleum minister Timpire Sylva said earlier on Tuesday that NNPC Ltd will operate as a profitable entity that would declare dividends.Register now for FREE unlimited access to Reuters.comRegisterReporting by Camillus Eboh and Felix Onuah; Writing by MacDonald Dzirutwe; Editing by Edmund Blair and Richard PullinOur Standards: The Thomson Reuters Trust Principles.",19/Jul/2022 00:00:00,20/Jul/2022 14:34:08,"Nigeria's NNPC sees IPO launch mid next year, CEO says","[Reuters, Nigerian National Petroleum Corp, NNPC Ltd., NNPC Ltd, NNPC Ltd, NNPC Ltd, FREE, Camillus Eboh, The Thomson Reuters Trust Principles],[NNPC]",https://www.reuters.com/article/idUSL1N2Z02LG
"MEXICO CITY, July 18 (Reuters) - (This July 18 story corrects spelling of name in paragraph 7)Mexico’s tech startups may be enjoying a boom, but its top stars are unlikely to list on the country’s own stock market, the national exchange’s chief executive told Reuters in an interview last week.Mexican startups like Stori and Kavak helped raise a record $3 billion last year, according to entrepreneur group Endeavour, but getting Mexican startups to list locally - even in a bull market - will be a tall order, said Jose Oriol Bosch, CEO of Bolsa Mexicana de Valores SAB de CV (BOLSAA.MX).Register now for FREE unlimited access to Reuters.comRegister“It would have been a disaster if one of the Mexican unicorns had listed here,” he said. “(Investors) wouldn’t pay the valuation multiples that they end up paying on the Nasdaq.”He added, “If I were a unicorn (founder) … I would also go (to the U.S).”His comments come as the Mexican exchange, Latin America’s second-largest national stock market, faces a shortage of new stock offerings, having failed to host a single IPO since 2017, as well as seeing a string of recent delistings such as Aeromexico.“It worries me and it occupies my time,” said Oriol, adding however that the problems faced by Mexico’s exchange are largely structural and broadly “out of our hands.”Oriol isn’t alone - a lack of tech IPOs has plagued larger markets like London, too, with U.S. market valuations and private equity buyouts pulling home-grown startups elsewhere, especially pre-profit companies.Brazilian tech startups like Nubank have also chased the allure of the United States.In an effort to attract Mexico’s startups, Oriol said the exchange is now focusing on boosting retail investor demand via a financial education push on social media and a museum dedicated to the 100-year history of the exchange.The administration of President Andres Lopez Obrador has also offered tax breaks for founders that IPO locally, although Oriol acknowledged this has so far proven ineffective.A consortium of four Latin American national exchanges, MILA, which Mexico joined in 2014, also initially offered hope, but “hasn’t worked” in bolstering local markets, Oriol said.Still, the ex JP-Morgan director argues that the equities market is a marginal part of the exchange’s business, which has enjoyed record annual revenues for several consecutive years from its debt-raising products and information services.The exchange, which is itself publicly listed, is also keen to be seen as a leader in technology, and its low debt record makes a major acquisition in the near-term viable.“We’re in a good position and open to look for growth,” said Oriol.Nonetheless, as a public company, the exchange is also susceptible to market volatility. Its shares are down 18% over the past year compared with a 6.3% drop in the benchmark index.The exchange did not offer any comment on its falling share price.It may, however, need to answer to investors, who want to see exchanges worldwide attract new listings to avoid them resembling museums themselves.Register now for FREE unlimited access to Reuters.comRegisterReporting by Isabel Woodford, Editing by Christian Plumb and Nick ZieminskiOur Standards: The Thomson Reuters Trust Principles.",19/Jul/2022 00:00:00,20/Jul/2022 14:34:08,"Mexico's unicorns unlikely to IPO locally, says Mexican exchange CEO","[Reuters, Reuters, Endeavour, FREE, Nasdaq, Oriol, Mexico’s, Oriol, Oriol, Oriol, JP-Morgan, Oriol, FREE, Christian Plumb, Nick ZieminskiOur Standards, The Thomson Reuters Trust Principles],[]",https://www.reuters.com/article/idUSKBN2OT0MS
"MEXICO CITY, July 18 (Reuters) - (This July 18 story corrects spelling of name in paragraph 7)Mexico’s tech startups may be enjoying a boom, but its top stars are unlikely to list on the country’s own stock market, the national exchange’s chief executive told Reuters in an interview last week.Mexican startups like Stori and Kavak helped raise a record $3 billion last year, according to entrepreneur group Endeavour, but getting Mexican startups to list locally - even in a bull market - will be a tall order, said Jose Oriol Bosch, CEO of Bolsa Mexicana de Valores SAB de CV (BOLSAA.MX).Register now for FREE unlimited access to Reuters.comRegister“It would have been a disaster if one of the Mexican unicorns had listed here,” he said. “(Investors) wouldn’t pay the valuation multiples that they end up paying on the Nasdaq.”He added, “If I were a unicorn (founder) … I would also go (to the U.S).”His comments come as the Mexican exchange, Latin America’s second-largest national stock market, faces a shortage of new stock offerings, having failed to host a single IPO since 2017, as well as seeing a string of recent delistings such as Aeromexico.“It worries me and it occupies my time,” said Oriol, adding however that the problems faced by Mexico’s exchange are largely structural and broadly “out of our hands.”Oriol isn’t alone - a lack of tech IPOs has plagued larger markets like London, too, with U.S. market valuations and private equity buyouts pulling home-grown startups elsewhere, especially pre-profit companies.Brazilian tech startups like Nubank have also chased the allure of the United States.In an effort to attract Mexico’s startups, Oriol said the exchange is now focusing on boosting retail investor demand via a financial education push on social media and a museum dedicated to the 100-year history of the exchange.The administration of President Andres Lopez Obrador has also offered tax breaks for founders that IPO locally, although Oriol acknowledged this has so far proven ineffective.A consortium of four Latin American national exchanges, MILA, which Mexico joined in 2014, also initially offered hope, but “hasn’t worked” in bolstering local markets, Oriol said.Still, the ex JP-Morgan director argues that the equities market is a marginal part of the exchange’s business, which has enjoyed record annual revenues for several consecutive years from its debt-raising products and information services.The exchange, which is itself publicly listed, is also keen to be seen as a leader in technology, and its low debt record makes a major acquisition in the near-term viable.“We’re in a good position and open to look for growth,” said Oriol.Nonetheless, as a public company, the exchange is also susceptible to market volatility. Its shares are down 18% over the past year compared with a 6.3% drop in the benchmark index.The exchange did not offer any comment on its falling share price.It may, however, need to answer to investors, who want to see exchanges worldwide attract new listings to avoid them resembling museums themselves.Register now for FREE unlimited access to Reuters.comRegisterReporting by Isabel Woodford, Editing by Christian Plumb and Nick ZieminskiOur Standards: The Thomson Reuters Trust Principles.",19/Jul/2022 00:00:00,20/Jul/2022 14:34:08,"Mexico's unicorns unlikely to IPO locally, says Mexican exchange CEO","[Reuters, Reuters, Endeavour, FREE, Nasdaq, Oriol, Mexico’s, Oriol, Oriol, Oriol, JP-Morgan, Oriol, FREE, Christian Plumb, Nick ZieminskiOur Standards, The Thomson Reuters Trust Principles],[]",https://www.reuters.com/article/idUSL1N2YX059
"July 19 (Reuters) - Chinese authorities are preparing to impose a fine of more than $1 billion on ride-hailing firm Didi Global , people familiar with the matter said on Tuesday, a move that could bring an end to a probe into the firm's cybersecurity practices.The people said the fine would be more than 8 billion yuan ($1.28 billion), accounting for about 4.7% of Didi's $27.3 billion total revenue last year. They declined to be identified as the information was not yet made public.The Wall Street Journal first reported the potential size of the fine earlier on Tuesday.Register now for FREE unlimited access to Reuters.comRegisterThe ride-hailing firm did not immediately respond to a Reuters request for comment.Didi's fine would be the largest regulatory penalty imposed on a Chinese tech company since e-commerce titan Alibaba Group (9988.HK) and delivery giant Meituan (3690.HK) were fined $2.75 billion and $527 million respectively last year by China's antitrust regulator.Alibaba's fine equated to about 4% of its 2019 domestic sales, while Meituan's was equivalent to 3% of its 2020 domestic sales.Didi's penalty could pave the way for Beijing to ease a restriction banning it from adding new users to its platform and allow its apps to be restored on domestic app stores.Didi, co-founded in 2012 by former Alibaba employee Will Wei Cheng and backed by SoftBank Group (9984.T) and Uber Technologies (UBER.N), previously set aside 10 billion yuan for a potential fine, Reuters previously reported.1/2The Didi logo is seen on the facade of the company headquarters in Beijing, China November 9, 2021. Picture taken November 9, 2021. REUTERS/Yilei SunRead MoreThe company has struggled to bring its business back to normal after angering Chinese regulators by pushing ahead with its $4.4 billion New York listing in June 2021 despite being asked to put the float on hold.Days after Didi went public, China's powerful internet watchdog, the Cyberspace Administration of China, launched a cybersecurity probe into the company's data practices and ordered app stores to remove 25 mobile apps operated by Didi.The restrictions have chipping away at Didi's dominance and allowed rival ride-hailing services operated by automakers Geely (GEELY.UL) and SAIC Motor (600104.SS) to gain market share.The company announced it would delist from the New York Stock Exchange in December, and won its shareholders' nod for the plan in May.  read more Shares of Didi soared in their initial public offering (IPO), giving the company a valuation of $80 billion. It was the biggest U.S. listing by a Chinese firm since 2014.Besides Didi, the CAC also launched cybersecurity reviews of Full Truck Alliance (YMM.N) and online recruitment firm Kanzhun Ltd July 2021.Kanzhun and Full Truck Alliance said on June 29 the regulator had given their apps the go-ahead to resume new user registrations.  read more ($1 = 6.7405 Chinese yuan renminbi)Register now for FREE unlimited access to Reuters.comRegisterReporting by Julie Zhu and Xie Yu in Hong Kong; Yingzhi Yang in Beijing and Nivedita Balu in Bengaluru; Editing by Aditya Soni and Edmund BlairOur Standards: The Thomson Reuters Trust Principles.",19/Jul/2022 00:00:00,20/Jul/2022 14:34:08,"China to fine Didi more than $1 billion for data breaches, sources say","[Reuters, The Wall Street Journal, FREE, Reuters, Alibaba Group, Meituan, SoftBank Group, Uber Technologies, Reuters, REUTERS/Yilei SunRead MoreThe, the Cyberspace Administration of China, SAIC Motor, the New York Stock Exchange, CAC, Full Truck Alliance, Kanzhun Ltd, Full Truck Alliance, FREE, The Thomson Reuters Trust Principles],[]",https://www.reuters.com/article/idUSKBN2OU0QD
"SINGAPORE, July 19 (Reuters) - QSR Brands, the Malaysian operator of KFC and Pizza Hut restaurants in Southeast Asia, has again delayed its domestic IPO of up to $500 million on worries that poor macroeconomic conditions could hurt its valuation, four sources told Reuters.QSR (M) Holdings Bhd, which holds the sole right from Yum! Brands Inc (YUM.N) to run the fast food chains in Brunei, Cambodia, Malaysia and Singapore, is now looking to launch its initial public offering (IPO) next year, the sources, who were aware of the matter, said.The company, backed by private equity firm CVC Capital Partners and Malaysian state investment firm Johor Corp, was seeking to raise $400 million-$500 million by end-2022, the sources said.Register now for FREE unlimited access to Reuters.comRegister""Increasing shareholder value is a key objective and we are always looking for the right opportunity,"" a QSR representative said in an emailed response to Reuters on Tuesday, without referring to the company's IPO plans. Johor Corp and CVC did not immediately respond to requests for comments.The sources did not want to be identified as they were not authorised to speak to the media.If successful, the fundraising would have been Malaysia's largest IPO since South Korea's Lotte Chemical Titan Holdings Bhd (LOTT.KL) raised $878 million in 2017.QSR was aiming for a market valuation of at least 6 billion ringgit ($1.35 billion), two of the sources said.A sharp rise in interest rates coupled with worries of slower economic growth have battered investors' appetite for new stock issuance globally.  read more QSR has made multiple attempts to list since 2017. It last shelved its IPO plan in 2019 due to choppy local markets and Malaysian political uncertainty.Fundraising from Southeast Asian IPOs has halved to $3.5 billion from January to mid-July 2022 compared with a year earlier, according to Refinitiv data.The amount raised from Malaysian IPOs has, however, risen 37% to $570 million, with the number of IPOs increasing to 21 from 17.Selangor-headquartered QSR runs more than 850 KFC and 500 Pizza Hut restaurants in this region, according to its website.($1 = 4.4550 ringgit)Register now for FREE unlimited access to Reuters.comRegisterReporting by Yantoultra Ngui and Anshuman Daga; Additional reporting by Scott Murdoch in Hong Kong; Editing by Muralikumar AnantharamanOur Standards: The Thomson Reuters Trust Principles.",19/Jul/2022 00:00:00,20/Jul/2022 14:34:08,Southeast Asian fast food operator QSR again delays up to $500 million IPO,"[Reuters, Pizza Hut, Reuters, CVC Capital Partners, Johor Corp, FREE, QSR, Reuters, Johor Corp, CVC, Lotte Chemical Titan Holdings Bhd, QSR, Refinitiv, QSR, Pizza Hut, FREE, The Thomson Reuters Trust Principles],[]",https://www.reuters.com/article/idUSKBN2OU0LX
