text,publish_date,scraped_date,title,link,companies_1,companies_2
" … companies go public and make initial public offerings more transparent and accessible. …  contrast with a traditional ipo, in which a company …  bank to market the ipo, gauge interest from large … more transparent system for pricing ipos. the current system creates …",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,A new startup is trying to change the way companies price their IPOs when they go public — in the midst of the IPO drought,https://www.businessinsider.com/clearingbid-startup-is-trying-to-change-how-companies-go-public-2022-10,[],[IPO]
    … technologies share sale via initial public offering (ipo) will close today.  … invest in tracxn technologies ipo?   domestic brokerage firm swastika … avoid rating for the ipo swastika said that  … religare said.   tracxn technologies ipo price band   the bangalore- … ,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Tracxn Technologies IPO Closes Today. Should You Invest?,https://www.outlookindia.com/business/tracxn-technologies-ipo-closes-today-check-gmp-price-band-lot-size-ipo-dates-company-profile-investment-rational-and-other-details-here-news-229399,[],"[Tracxn Technologies, Invest]"
" …  completion of graphjet's ipo is $1.49 billion. approximately … , energem consummated a $115 million initial public offering of 11.5 million units …  manager of energem's initial public offering.",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,"As Graphite and Graphene Demand Skyrockets, Graphjet Technology Tees Up IPO",https://www.altenergymag.com/news/2022/10/12/as-graphite-and-graphene-demand-skyrockets-graphjet-technology-tees-up-ipo/38273,[],[]
    … -stage start-ups with the ipo market shut.   tripactions has reported …  has filed confidentially for an initial public offering (ipo) that could happen as early … ,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,TripActions raises $304 million amid expectations of IPO next year,https://www.travolution.com/news/tripactions-raises-304-million-amid-expectations-of-ipo-next-year/,[],"[TripActions, IPO]"
    …  on october 12.   the ipo has received decent response from …  provider tracxn technologies closed its initial public offering (ipo) today on october 12. … 47;partial exit via the ipo.   tracxn also reported a  … at choice broking.   the ipo will be entirely an offer … ,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Tracxn Technologies IPO subscribed 2.01 times,https://www.businessinsider.in/stock-market/news/tracxn-technologies-ipo-subscribed-2-01-times/articleshow/94815261.cms,[],[Tracxn Technologies]
" … -stage biotechnology company held its initial public offering today. the company has a …  infections. as part of its ipo, alopexx is expected to raise …",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Will Alopexx (ALPX) Stock Be the Next Hot IPO?,https://investorplace.com/2022/10/will-alopexx-alpx-stock-be-the-next-hot-ipo/,[],[]
 …  producer hidroelectrica will have its initial public offering by the end of june …,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Franklin Templeton puts Hidroelectrica’s single-market IPO on the FP shareholder meeting agenda,https://www.romania-insider.com/franklin-templeton-hidroelectrica-ipo-shareholders-agenda,[],[]
 …  ltd. has filed for an initial public offering. shares are expected to be …,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Mao Shi Jade Jewelry Files for IPO,https://www.marketwatch.com/story/mao-shi-jade-jewelry-files-for-ipo-271665591206?mod=markets,[…  ltd.],[]
 … ’s public portion of its initial public offering (ipo) has been oversubscribed by 17 …  oversubscription of the company’s ipo indicates the public’s confidence …  and placement agent for the ipo exercise.,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Betamek’s IPO oversubscribed by 17.06 times,https://www.thestar.com.my/business/business-news/2022/10/12/betameks-ipo-oversubscribed-by-1706-times,[],[Betamek]
"    …  and placement agent for its initial public offering (ipo) on bursa malaysia’s ace …  presence,” he said.   infomina’s ipo involves a public issue of … ",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Infomina inks underwriting agreement with M&A Securities for ACE Market IPO,https://www.malaymail.com/news/money/2022/10/12/infomina-inks-underwriting-agreement-with-ma-securities-for-ace-market-ipo/33234,[],[M&A Securities for ACE Market]
"    … billion in orders for its initial public offering, underscoring the strong investor  …  for institutional investors. the ipo opens for retail investors on … been a bright spot for ipos in 2022, a year  …  orders for $1 billion ipo   arabian drilling’s offering was … ",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Arabian Drilling Draws $43 Billion in Orders for Riyadh IPO,https://www.bnnbloomberg.ca/arabian-drilling-draws-43-billion-in-orders-for-riyadh-ipo-1.1831241,[],[]
the initial public offering (ipo) of tracxn technologies was fully  …,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Tracxn Technologies IPO: Check GMP and subscription status on the last day of the subscription,https://www.livemint.com/market/tracxn-technologies-ipo-gmp-subscription-status-on-last-day-of-the-issue-11665540158673.html,[],[Tracxn Technologies]
" …  after completing japan’s largest initial public offering this year, defying recent investor …  the marketed range in an ipo that was upsized to ¥66 …",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Chip firm Socionext soars in Tokyo debut after Japan’s biggest 2022 IPO,https://www.japantimes.co.jp/news/2022/10/12/business/corporate-business/socionext-ipo-chipmakers/,[],[Socionext]
"    …  prefer an initial public offer ” ipo” during the listing, where new …  from one investor to another.   ipo listing is a bit cumbersome …  if you are investing in ipo shares. read the listing document … ",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Why Geregu listed by Way of Introduction and not by IPO,https://nairametrics.com/2022/10/12/why-geregu-listed-by-way-of-introduction-and-not-by-ipo/,[],[]
" …  tokyo's biggest initial public offering of the year so far … at aequitas research who covers ipos in asia. he pointed  … both semiconductor stocks and japanese ipos. the philadelphia semiconductor index  …  to the headwinds, recent ipos in japan do not have …",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Socionext defies chip slump with Japan's biggest IPO this year,https://www.saltwire.com/cape-breton/business/socionext-defies-chip-slump-with-japans-biggest-ipo-this-year-100782569/,[],[]
"    …  tuesday it will price its initial public offering at 100 riyals a share …  latest in a string of ipos from the gulf that has … , bookrunners and underwriters for the ipo.   ($1 = 3.7575 riyals)   (reporting … ",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Arabian Drilling set to raise over $700mln in IPO,https://www.zawya.com/en/markets/equities/arabian-drilling-set-to-raise-over-700mln-in-ipo-arqqywzo,[],[IPO]
the initial public offering (ipo) of tracxn technologies (ttl) managed  …,12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Tracxn Technologies IPO sails through on Day 3,https://economictimes.indiatimes.com/markets/ipos/fpos/tracxn-technologies-ipo-subscribed-78-on-day-3-last-day-to-bid-for-issue/articleshow/94806712.cms,[],[Tracxn Technologies]
" …  completing japan's largest initial public offering this year, defying recent investor …",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Chip firm Socionext to debut in Tokyo after Japan's biggest 2022 IPO,https://www.digitimes.com/news/a20221012VL204/ipo-socionext.html,[],[]
"    …  said on monday.   the initial public offering (ipo) of prime infrastructure capital … forum.   the earliest an ipo for prime infrastructure could  … . in philippine filings, ipo prices are typically set  …  infrastructure planned to use ipo proceeds to finance its  … ",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Prime Infra IPO postponed,https://www.manilatimes.net/2022/10/12/business/corporate-news/prime-infra-ipo-postponed/1861889,[],[]
"    … : the three-day initial public offering (ipo) of tracxn technologies  …  crore.   tracxn technologies ipo: subscription status   investors have … of reasons.   tracxn technologies ipo: financials   “on the … 20, 2022.   tracxn technologies ipo: should you subscribe?   swastika … ",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,"Tracxn Technologies IPO GMP, Subscription, Review; Should You Buy on Last Day?",https://www.news18.com/news/business/markets/tracxn-technologies-ipo-gmp-subscription-review-should-you-buy-on-last-day-6148663.html,[],"[Tracxn Technologies, Subscription, Review]"
"    …  which have proven mineralisation.   the initial public offering is to issue a minimum …  $7,000,000 under the ipo has been underwritten.   on mobile … ",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Explorers Podcast: Taiton’s IPO aims to raise $10m before listing in November,https://stockhead.com.au/resources/explorers-podcast-taitons-ipo-aims-to-raise-10m-before-listing-in-november/,[],[]
"    …  to electronics mart india ipo will get their share  … /equities/ipos/ipo_login.jsp   how to  … market analysts, electronics mart india initial public offering (ipo) shares could make a  …    electronics mart india ipo details   the ipo consists of a fresh … ",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,"Electronics Mart India IPO allotment: Check today's GMP, direct links",https://zeenews.india.com/markets/electronics-mart-india-ipo-allotment-check-todays-gmp-direct-links-to-see-allotment-status-2520824.html,[mart india],[GMP]
"    … bring to the bourse through initial public offerings (ipos) between six and 10  … the government was the safaricom ipo in 2008, meaning that  … .   “we had started our ipo preparation in 2007, and we …  just before our ipo in 2008. the ipo raised remarkably over … ",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Ruto seeks to surpass Kibaki with 10 Nairobi bourse IPOs,https://www.businessdailyafrica.com/bd/markets/capital-markets/ruto-seeks-to-surpass-kibaki-with-10-nairobi-bourse-ipos-3981866,[],[]
"   new delhi: the initial public offering (ipo) of market intelligence  …  market analysts, tracxn technologies initial public offering (ipo) share allotment could happen  … 20, 2022.   tracxn technologies ipo of up to 3, … the price band, the ipo is expected to garner  … ",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,"Tracxn technologies IPO closes today: Check today’s GMP, subscription, listing",https://ipo.einnews.com/article/595458262/bjQfOcNZcpGP5oTT?ref=rss&ecode=cpCdwuL2w4azHHGe,[],"[IPO, GMP]"
"    … allotment status today.   the ipo has witnessed good demand from … volatile market conditions.   the ipo will be listed on october …  of its initial public offering (ipo) today, october 12.   the ipo opened for  …  to electronics mart india ipo allotment status on stock  … ",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Electronics Mart India IPO: Here’s how you can check the allotment status,https://www.businessinsider.in/stock-market/news/electronics-mart-india-ipo-heres-how-you-can-check-the-allotment-status/articleshow/94796701.cms,[],[]
"    …  tokyo after japan’s largest initial public offering this year, testing appetite for …  the marketed range in an ipo that was upsized to 66 …  in a weak market for ipos in japan, where proceeds slumped …  show.    demand for socionext’s ipo “seems to have been strong … ",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,Chip Firm Socionext to Debut in Tokyo After Japan’s Biggest 2022 IPO,https://www.bnnbloomberg.ca/chip-firm-socionext-to-debut-in-tokyo-after-japan-s-biggest-2022-ipo-1.1831159,[],[]
"

KUALA LUMPUR: ACE Market-bound Betamek Bhd’s public portion of its initial public offering (IPO) has been oversubscribed by 17.06 times. The electronic manufacturing services (EMS), in a statement, said a total of 6,682 applications seeking 406.31 million new ordinary shares were received for the 22.5 million shares made available for application by the Malaysian Public. The Bumiputera portion was oversubscribed by 9.49 times, with 3,032 applications for 117.97 million shares received. For the public portion, a total of 3,650 applications for 288.33 million shares were received, representing an oversubscription rate of 24.63 times. Meanwhile, the 13.5 million shares for its eligible directors, employees and persons who have contributed to the success of Betamek Group have also been fully subscribed. In addition, its placement agent has confirmed that 76.5 million shares made available for application by way of private placement to selected investors have been fully placed out. Managing director Mirzan Mahathir said the oversubscription of the company’s IPO indicates the public’s confidence in its over 30 years of track record in the automotive EMS industry in Malaysia. “This is an encouraging sign as we embark on our next stage of growth as a public-listed company. We believe that our prospects in the automotive EMS industry are favourable, taking into account the recovery and long-term growth of the automotive industry, the sales target of our customer, our competitive strengths and our business strategies,” he said. Under the listing exercise, Betamek is expected to raise RM33.75mil from its public issue of 67.5 million shares at an issue price of 50 sen per share. The listing also includes an offer for sale of 45 million existing shares to selected investors by way of private placement. Based on the enlarged share capital of 450 million shares, the total market capitalisation of Betamek upon its listing would be RM225mil. Betamek is expected to be listed on Oct 26. M & A Securities Sdn Bhd is the adviser, sponsor, underwriter and placement agent for the IPO exercise.
",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,"
            Betamek’s IPO oversubscribed by 17.06 times
        ",https://www.thestar.com.my/business/business-news/2022/10/12/betameks-ipo-oversubscribed-by-1706-times,"[ACE Market-, IPO, EMS, the Malaysian Public, Betamek Group, EMS, EMS, M & A]",[]
" NEW YORK, October 12, 2022 (BUSINESS WIRE) --
 Global Business Travel Group, Inc. (the ""Company"" or ""Amex GBT"") (NYSE: GBTG), the world's leading B2B travel platform, today announced the completion of its previously announced exchange offer (the ""Offer"") and consent solicitation (the ""Consent Solicitation"") relating to its outstanding warrants, consisting of (i) the warrants sold as part of the units in Apollo Strategic Growth Capital's initial public offering on October 6, 2020 (""IPO"") (the ""Public Warrants"") and (ii) the warrants sold as part of the units in a private placement that occurred simultaneously with the IPO (together with the Public Warrants, the ""Warrants""), each whole Warrant exercisable for one share of Class A common stock, $0.0001 par value per share (""Class A Common Stock""), of the Company, at an exercise price of $11.50 per share. With the completion of the Offer and Consent Solicitation, Amex GBT has increased the number of shares of common stock available for trading and, following the exchange of untendered Warrants described below, will have eliminated all of the Warrants and simplified the Company's capital structure.
 Holders of the Warrants that were tendered prior to the expiration of the Offer and Consent Solicitation received 0.275 shares of Class A Common Stock in exchange for each Warrant tendered. The Company issued 10,444,363 shares of Class A Common Stock in exchange for the Warrants tendered in the Offer. The Company also entered into the related amendment to the warrant agreement governing the Warrants (the ""Warrant Amendment"").
 The Company announced that it will exercise its right, in accordance with the terms of the Warrant Amendment, to acquire and retire all remaining untendered Warrants in exchange for Class A Common Stock at an exchange ratio of 0.2475 shares of Class A Common Stock for each untendered Warrant. The Company has fixed the date for such exchange as October 27, 2022. Following such exchange, no Warrants will remain outstanding.
 BofA Securities was the Dealer Manager for the Offer and Consent Solicitation. D.F. King & Co., Inc. served as the Information Agent for the Offer and Consent Solicitation, and Continental Stock Transfer & Trust Company served as the Exchange Agent.
 About American Express Global Business Travel
 American Express Global Business Travel is the world's leading B2B travel platform, providing software and services to manage travel, expenses, and meetings & events for companies of all sizes. We have built the most valuable marketplace in B2B travel to deliver unrivalled choice, value and experiences. With travel professionals in more than 140 countries, our customers and travelers enjoy the powerful backing of American Express Global Business Travel.
 Visit amexglobalbusinesstravel.com for more information about GBTG. Follow @amexgbt on Twitter, LinkedIn and Instagram.
 No Offer or Solicitation
 This press release shall not constitute an offer to exchange or the solicitation of an offer to exchange or the solicitation of an offer to purchase any securities, nor shall there be any exchange or sale of securities in any jurisdiction in which such offer, solicitation or sale would be unlawful prior to registration or qualification under the securities laws of any such jurisdiction. A registration statement on Form S-4 relating to the securities to be issued in the Offer was filed with the SEC and was declared effective on October 3, 2022. The Offer and Consent Solicitation were made only pursuant to the terms and conditions of the Prospectus/Offer to Exchange and related letter of transmittal and consent.
 Cautionary Note Regarding Forward-Looking Statements
 Certain statements made in this press release are ""forward-looking statements"" within the meaning of Section 27A of the Securities Act and Section 21E of the Exchange Act. ""Forward-looking statements"" made in connection with the exchange offer and consent solicitation are not within the safe harbors provided by the Private Securities Litigation Reform Act of 1995. Forward-looking statements provide our current expectations or forecasts of future events. Forward-looking statements include statements about our expectations, beliefs, plans, objectives, intentions, assumptions and other statements that are not historical facts. Words such as ""estimates,"" ""projected,"" ""expects,"" ""estimated,"" ""anticipates,"" ""suggests,"" ""projects,"" ""forecasts,"" ""plans,"" ""intends,"" ""believes,"" ""seeks,"" ""may,"" ""will,"" ""would,"" ""should,"" ""could,"" ""future,"" ""propose,"" ""target,"" ""goal,"" ""objective,"" ""outlook"" and variations of these words or similar expressions (or the negative versions of such words or expressions) are intended to identify forward-looking statements. These forward-looking statements are not guarantees of future performance, conditions or results, and involve a number of known and unknown risks, uncertainties, assumptions and other important factors, many of which are outside the control of the parties, that could cause actual results or outcomes to differ materially from those discussed in the forward-looking statements. Important factors, among others, that may affect actual results or outcomes include: (1) changes to projected financial information or our ability to achieve our anticipated growth rate and execute on market opportunities; (2) our ability to maintain our existing relationships with customers and suppliers and to compete with existing and new competitors in existing and new markets and offerings; (3) various conflicts of interest that could arise among us, affiliates and investors; (4) our success in retaining or recruiting, or changes required in, our officers, key employees or directors; (5) intense competition and competitive pressures from other companies in the industry in which we operate; (6) factors relating to our business, operations and financial performance, including market conditions and global and economic factors beyond our control; (7) the impact of the COVID-19 pandemic, Russia's invasion of Ukraine and related changes in base interest rates, inflation and significant market volatility on our business, the travel industry, travel trends and the global economy generally; (8) the sufficiency of our cash, cash equivalents and investments to meet our liquidity needs; (9) the effect of a prolonged or substantial decrease in global travel on the global travel industry; (10) political, social and macroeconomic conditions (including the widespread adoption of teleconference and virtual meeting technologies which could reduce the number of in person business meetings and demand for travel and our services); (11) the effect of legal, tax and regulatory changes; and (12) other factors detailed under the section entitled ""Risk Factors"" in the Prospectus/Offer to Exchange.
 The forward-looking statements contained in this press release are based on our current expectations and beliefs concerning future developments and their potential effects on us. There can be no assurance that future developments affecting us will be those that we have anticipated. These forward-looking statements involve a number of risks, uncertainties (some of which are beyond our control) or other assumptions that may cause actual results or performance to be materially different from those expressed or implied by these forward-looking statements. These risks and uncertainties include, but are not limited to, those factors described under the heading ""Risk Factors"" in the Prospectus/Offer to Exchange. Should one or more of these risks or uncertainties materialize, or should any of our assumptions prove incorrect, actual results may vary in material respects from those projected in these forward-looking statements. We undertake no obligation to update or revise any forward-looking statements, whether as a result of new information, future events or otherwise, except as may be required under applicable securities laws.
 View source version on businesswire.com: https://www.businesswire.com/news/home/20221012006046/en/
 SOURCE: Global Business Travel Group, Inc.
 <img alt="""" src=""https://cts.businesswire.com/ct/CT?id=bwnews&sty=20221012006046r1&sid=cmtx6&distro=nx&lang=en"" style=""width:0;height:0"" />
 COMTEX_416493093/1006/2022-10-12T17:00:00  Copyright Business Wire 2022
 ",12/Oct/2022 00:00:00,13/Oct/2022 03:45:28,American Express Global Business Travel Announces Completion of Exchange Offer and Consent Solicitation and Notice to Exercise Right to Exchange Remaining Outstanding Warrants,https://futures.tradingcharts.com/news/futures/American_Express_Global_Business_Travel_Announces_Completion_of_Exchange_Offer_and_Consent_Solicitation_and_Notice_to_Exercise_Right_to_Exchange_Remaining_Outstanding_Warrants_416493093.html,"[Global Business Travel Group, Inc., Amex, NYSE, GBTG, the ""Consent Solicitation, Apollo Strategic Growth Capital's, the ""Public Warrants, the Public Warrants, Company, Offer and Consent Solicitation, Amex, Company, Class A Common Stock, Class A Common Stock in exchange, Offer, Class A Common Stock, Class A Common Stock, Company, D.F. King & Co., Inc., Continental Stock Transfer & Trust Company, American Express Global Business Travel
 American Express Global Business Travel, American Express Global Business Travel, LinkedIn, Instagram, Form S-4, Offer, SEC, the Private Securities Litigation Reform Act, Prospectus/Offer to Exchange, Prospectus/Offer to Exchange, Global Business Travel Group, Inc.
 , alt=]",[American Express Global Business Travel Announces Completion of Exchange Offer]
